Customer ID,Recency,Frequency,Monetary,purchase_next_3m
13357,166,5,3838.36,0.0
13358,178,1,439.03,0.0
13359,312,1,603.75,1.0
13360,341,4,1553.65,0.0
13361,381,2,1450.5,0.0
13362,155,5,3884.86,1.0
13363,319,1,731.36,1.0
13365,127,1,700.6,1.0
13367,341,1,510.20000000000005,0.0
13368,166,4,1121.5,0.0
13369,275,1,616.5600000000001,0.0
13370,281,1,1509.74,0.0
13371,414,2,2297.66,0.0
13373,68,5,6330.52,1.0
13374,324,2,422.8,0.0
13375,354,1,1013.58,1.0
13376,8,3,1019.76,0.0
13377,306,2,1552.88,0.0
13379,46,1,136.29,1.0
13380,342,1,62.4,0.0
13381,22,10,7046.39,1.0
13382,190,5,1387.58,0.0
13383,453,1,305.28000000000003,0.0
13384,38,6,4284.74,1.0
13385,239,1,534.57,0.0
13386,323,2,835.46,0.0
13387,326,1,189.44,0.0
13388,40,3,1185.65,0.0
13389,142,1,257.89,1.0
13391,113,1,59.8,0.0
13392,586,1,91.14,0.0
13393,493,4,1131.45,0.0
13394,25,16,5645.13,1.0
13395,94,3,1180.23,0.0
13396,228,1,387.27000000000004,1.0
13397,20,9,2875.93,1.0
13398,101,2,670.34,0.0
13399,373,3,275.4,0.0
13400,492,1,310.83,0.0
13402,36,4,1535.13,0.0
13403,297,2,154.5,1.0
13404,122,1,217.81,1.0
13405,113,5,1198.81,1.0
13406,336,2,568.92,0.0
13407,488,3,2244.7,0.0
13408,9,85,41453.102,1.0
13410,96,7,1743.94,1.0
13411,16,1,213.55,0.0
13412,529,1,487.34999999999997,0.0
13413,549,6,429.44,0.0
13414,43,6,2494.14,0.0
13415,382,4,800.67,0.0
13416,645,1,228.3,1.0
13417,114,5,1264.66,1.0
13418,8,28,10850.3,1.0
13420,59,2,159.85,0.0
13421,199,7,3077.08,1.0
13423,338,1,217.03,0.0
13424,359,1,572.77,0.0
13425,17,5,3403.63,0.0
13426,92,17,6084.74,1.0
13427,29,5,888.79,1.0
13428,423,2,281.51,1.0
13431,315,6,2047.14,1.0
13432,480,2,439.1,0.0
13433,410,4,658.3199999999999,0.0
13434,6,4,1205.46,1.0
13435,19,5,1753.46,1.0
13437,8,4,2173.6,1.0
13438,456,1,46.5,0.0
13439,164,3,986.61,0.0
13440,332,7,1295.25,0.0
13441,1,2,720.9,0.0
13442,576,3,419.87,0.0
13443,358,6,1280.16,0.0
13444,283,2,631.6800000000001,0.0
13445,535,1,241.89999999999998,0.0
13446,339,11,3881.89,0.0
13448,128,11,7124.76,1.0
13450,34,11,3497.7799999999997,1.0
13451,35,10,6678.16,1.0
13452,168,3,729.8,0.0
13453,75,3,781.6899999999999,0.0
13454,550,1,219.87,0.0
13455,275,5,2540.53,1.0
13456,64,3,855.0600000000001,1.0
13457,598,2,148.22,0.0
13458,9,12,9991.12,1.0
13459,534,2,1160.4099999999999,0.0
13461,48,5,3599.2,1.0
13462,162,5,1153.85,0.0
13464,304,5,2422.96,1.0
13465,355,2,931.12,0.0
13466,93,5,1013.35,0.0
13468,2,64,12424.56,1.0
13469,562,1,82.4,0.0
13470,8,2,165.0,0.0
13472,373,2,592.24,0.0
13473,242,7,2476.38,1.0
13474,145,3,663.79,0.0
13475,100,4,1431.78,0.0
13476,88,5,2061.4700000000003,0.0
13477,47,9,2279.14,1.0
13478,378,5,2215.78,0.0
13479,110,4,851.37,0.0
13480,326,2,627.82,0.0
13481,17,10,3387.61,1.0
13482,141,2,336.09,0.0
13484,150,3,790.72,0.0
13485,142,11,3019.2200000000003,0.0
13486,37,2,819.61,1.0
13487,122,4,680.27,1.0
13488,30,19,13215.95,1.0
13489,14,4,449.52,0.0
13490,563,1,154.25,0.0
13491,57,26,4439.1900000000005,1.0
13492,45,3,1269.84,0.0
13493,184,2,618.63,0.0
13494,221,1,316.26000000000005,0.0
13495,141,8,4401.82,1.0
13496,269,1,501.01,1.0
13497,192,6,1320.33,0.0
13498,639,1,327.38,0.0
13499,134,2,463.79,1.0
13500,32,2,625.93,1.0
13501,197,3,2885.11,0.0
13502,184,4,677.66,1.0
13503,388,5,1688.54,1.0
13505,76,3,2583.12,1.0
13506,225,5,1639.2,0.0
13507,7,3,2022.79,1.0
13508,153,2,287.05,0.0
13509,9,6,840.02,1.0
13510,4,9,3664.54,1.0
13511,586,1,282.76,0.0
13512,170,4,713.39,0.0
13513,36,3,824.59,0.0
13514,338,3,663.7,1.0
13515,26,5,898.66,1.0
13516,148,2,441.85,1.0
13517,16,2,1612.18,1.0
13519,352,1,220.46,1.0
13520,47,10,6233.03,1.0
13523,109,4,3505.88,1.0
13524,11,3,408.86,1.0
13525,157,1,282.88,1.0
13526,647,2,1182.0,0.0
13527,14,9,3762.65,1.0
13529,114,1,181.1,1.0
13530,543,1,402.97999999999996,0.0
13531,114,6,1738.52,0.0
13533,92,3,270.79,0.0
13534,17,31,6222.35,1.0
13535,312,1,89.5,0.0
13537,335,2,717.85,0.0
13538,3,11,2822.63,1.0
13539,149,6,1253.67,1.0
13540,376,3,632.39,0.0
13541,336,2,785.25,0.0
13542,286,17,4006.17,0.0
13543,543,2,1439.6100000000001,0.0
13544,150,5,660.5,1.0
13545,300,2,374.64,0.0
13546,110,3,653.3100000000001,1.0
13547,317,1,175.53,0.0
13548,5,3,908.99,0.0
13549,51,6,849.65,1.0
13550,292,1,349.51,0.0
13551,228,2,244.2,0.0
13552,33,19,6001.76,1.0
13553,584,1,517.8,0.0
13554,289,7,1638.28,0.0
13555,111,11,6439.96,1.0
13556,338,2,200.82,0.0
13557,190,12,2688.88,1.0
13559,422,2,990.0,0.0
13561,125,11,1820.72,0.0
13562,50,7,4248.58,1.0
13563,49,1,310.88,1.0
13564,53,37,17249.55,0.0
13565,243,2,284.76,1.0
13566,344,3,833.41,1.0
13567,337,4,1083.69,0.0
13568,82,1,192.85,0.0
13569,277,3,638.35,1.0
13570,152,1,239.49,0.0
13571,2,21,3538.05,1.0
13572,115,1,1384.25,0.0
13573,162,5,653.84,1.0
13574,320,1,421.25,0.0
13575,43,2,218.75,1.0
13576,6,23,9675.34,1.0
13577,2,10,2995.48,1.0
13578,318,1,147.66,0.0
13579,278,4,1236.7,1.0
13580,315,1,107.75,0.0
13581,218,2,280.53000000000003,0.0
13582,299,2,241.68,0.0
13583,65,2,1445.031,0.0
13584,216,3,392.45,0.0
13585,440,3,684.54,0.0
13586,450,1,131.53,0.0
13587,358,3,961.1,1.0
13588,9,4,1420.72,1.0
13589,89,5,888.09,1.0
13590,60,16,5484.05,1.0
13591,113,6,1753.04,1.0
13592,115,3,205.51,1.0
13593,17,14,5523.6900000000005,0.0
13594,395,1,136.35000000000002,1.0
13595,426,3,818.22,0.0
13597,309,2,396.71,0.0
13598,404,4,609.42,1.0
13599,66,20,7327.8,1.0
13600,221,2,518.42,0.0
13601,120,3,865.02,1.0
13602,291,3,596.28,1.0
13604,568,1,717.62,0.0
13605,296,2,522.67,0.0
13606,152,2,250.42,1.0
13607,312,1,400.3,1.0
13608,450,1,236.2,0.0
13609,502,1,167.35,0.0
13610,19,12,1820.21,1.0
13611,80,9,2784.4500000000003,1.0
13612,542,1,818.29,0.0
13613,362,5,1039.8500000000001,0.0
13614,73,4,1543.71,1.0
13615,228,8,6272.53,0.0
13616,477,2,288.1,0.0
13617,22,7,1100.27,1.0
13618,83,1,177.34,0.0
13619,454,2,231.69,0.0
13620,437,1,112.34,0.0
13621,26,1,213.85,0.0
13622,605,1,658.95,0.0
13623,119,9,2370.63,1.0
13624,297,1,462.08,0.0
13625,506,1,301.26,0.0
13626,162,2,707.04,0.0
13627,85,5,1634.43,1.0
13628,585,1,310.14,0.0
13629,8,16,11296.86,1.0
13630,15,5,1361.46,1.0
13631,9,11,3070.42,0.0
13632,83,6,2341.48,1.0
13634,15,14,4282.08,1.0
13635,352,3,1928.1299999999999,1.0
13636,31,4,646.55,1.0
13637,96,2,684.85,1.0
13639,346,1,312.93,1.0
13640,520,1,405.0,0.0
13641,550,5,1016.47,0.0
13642,125,4,514.72,0.0
13643,8,9,1896.73,1.0
13644,15,1,851.09,1.0
13645,29,1,252.1,0.0
13646,309,2,326.25,0.0
13647,84,6,2197.42,1.0
13648,309,8,1764.02,0.0
13649,166,6,1678.88,0.0
13650,116,6,2197.18,1.0
13651,291,1,132.65,1.0
13652,166,4,2114.01,1.0
13653,397,1,152.2,0.0
13654,54,9,5314.94,1.0
13655,23,6,2280.51,0.0
13656,74,4,1078.85,0.0
13657,111,1,152.34,1.0
13658,113,5,4319.63,1.0
13659,115,12,4894.88,0.0
13660,309,1,314.59,0.0
13661,512,1,325.24,0.0
13662,121,10,1885.29,1.0
13663,88,5,2047.51,0.0
13665,295,3,1711.6599999999999,0.0
13666,196,4,107.3,1.0
13667,58,1,305.02,0.0
13668,22,30,11661.22,1.0
13669,59,2,243.15,1.0
13671,304,1,194.95,0.0
13672,210,3,419.92,0.0
13674,342,1,240.68,0.0
13675,60,2,486.82000000000005,0.0
13676,448,2,243.9,0.0
13677,314,2,556.1899999999999,0.0
13678,61,1,232.6,0.0
13679,403,3,281.26,0.0
13680,247,10,10104.84,1.0
13681,64,1,203.46,1.0
13682,96,1,59.5,0.0
13683,367,1,258.6,0.0
13684,195,4,596.98,0.0
13686,92,3,409.04,0.0
13687,347,1,11880.84,0.0
13688,544,1,375.5,0.0
13689,354,1,349.5,1.0
13691,305,1,212.78,0.0
13692,123,4,2497.66,1.0
13693,283,9,2011.82,0.0
13694,16,132,177354.83,1.0
13695,7,13,2033.67,1.0
13696,331,3,2020.4,0.0
13698,506,2,465.53000000000003,0.0
13699,64,2,764.15,0.0
13700,2,11,1999.6,1.0
13701,356,1,161.0,0.0
13702,355,1,135.18,0.0
13703,227,2,425.56,0.0
13705,54,6,1846.15,1.0
13706,212,2,631.17,0.0
13707,176,5,3365.86,0.0
13708,180,1,296.88,0.0
13709,11,10,4202.91,1.0
13710,333,2,329.04,1.0
13711,128,9,1792.26,0.0
13712,156,2,766.42,0.0
13713,317,3,743.26,0.0
13714,374,1,161.35,0.0
13715,190,17,8483.29,0.0
13716,178,1,138.28,0.0
13717,38,6,1274.28,1.0
13718,155,2,306.55,0.0
13719,114,8,2112.31,1.0
13720,26,4,799.9,0.0
13721,304,1,217.39999999999998,1.0
13722,41,10,5635.41,0.0
13723,126,6,1209.2,0.0
13724,546,1,213.01,0.0
13725,78,7,1865.7,1.0
13726,10,1,292.68,1.0
13727,521,6,746.57,1.0
13728,16,15,2636.05,1.0
13729,345,3,724.73,0.0
13730,45,2,752.6,0.0
13731,128,2,610.59,0.0
13733,320,2,487.03000000000003,0.0
13734,418,4,6701.640000000001,0.0
13735,85,11,8337.67,1.0
13736,169,6,2391.84,1.0
13737,109,1,339.59999999999997,0.0
13738,305,1,440.93,0.0
13739,437,1,75.3,1.0
13740,150,5,1597.77,0.0
13741,93,2,363.13,1.0
13742,71,10,2648.7200000000003,1.0
13743,17,5,912.1199999999999,1.0
13744,4,2,1156.36,0.0
13745,71,2,777.36,0.0
13746,323,1,176.69,0.0
13747,283,2,249.39999999999998,0.0
13748,5,9,2268.35,0.0
13750,49,10,3271.55,1.0
13751,197,1,296.25,0.0
13752,33,7,1590.73,0.0
13753,197,4,2094.57,0.0
13754,61,3,447.05,0.0
13756,2,17,6990.31,1.0
13757,584,1,195.55,0.0
13758,110,13,8577.95,1.0
13760,165,4,1211.94,1.0
13761,89,5,1373.23,1.0
13762,128,5,2472.48,0.0
13763,326,2,3502.48,1.0
13764,53,5,2377.13,1.0
13765,562,1,352.821,0.0
13766,404,1,190.35,0.0
13767,18,64,27996.54,1.0
13768,636,2,875.97,0.0
13769,1,18,5180.53,1.0
13770,331,4,785.37,0.0
13771,108,7,4559.22,1.0
13772,6,7,2668.31,1.0
13773,306,2,301.54,0.0
13775,500,1,1049.66,0.0
13776,337,2,623.98,0.0
13777,38,52,42861.5,1.0
13778,12,4,1124.49,0.0
13779,425,1,161.13,0.0
13780,80,2,492.09000000000003,1.0
13781,160,3,778.83,0.0
13782,34,10,1369.65,1.0
13783,397,4,1542.09,0.0
13784,4,12,2571.59,1.0
13785,338,4,542.49,0.0
13786,276,6,3358.94,0.0
13787,273,5,1019.86,1.0
13788,414,1,3.75,0.0
13789,297,1,239.45999999999998,0.0
13791,37,2,1516.0,0.0
13792,196,2,263.0,1.0
13793,556,1,96.0,0.0
13794,456,1,126.03,0.0
13795,297,4,836.3,0.0
13796,408,1,289.7,0.0
13797,346,3,1179.45,0.0
13798,2,95,67844.16,1.0
13799,26,9,2803.57,0.0
13800,219,3,1679.56,0.0
13802,48,19,26259.11,0.0
13803,164,3,1338.91,0.0
13804,6,6,2116.14,1.0
13805,38,1,500.24,1.0
13807,276,3,534.8,0.0
13808,3,2,723.1,1.0
13809,214,3,679.7,0.0
13811,93,3,814.5,0.0
13812,14,1,278.74,1.0
13813,44,5,1783.75,1.0
13814,1,3,2257.32,0.0
13815,81,6,6426.13,1.0
13817,261,1,128.7,1.0
13818,339,1,61.28,0.0
13819,211,6,2642.35,0.0
13820,327,3,660.65,0.0
13821,54,6,1410.73,0.0
13823,1,6,3096.21,1.0
13824,45,11,3045.66,1.0
13825,531,2,255.59,0.0
13826,85,1,189.5,0.0
13827,43,2,300.76,1.0
13829,330,1,102.0,0.0
13830,491,1,156.85000000000002,0.0
13831,48,16,6275.98,1.0
13832,331,1,561.49,1.0
13833,68,2,701.36,0.0
13834,486,2,324.19,0.0
13835,64,5,798.04,1.0
13836,308,2,620.37,0.0
13837,121,2,271.24,0.0
13838,27,9,1753.95,1.0
13839,395,1,139.95000000000002,0.0
13840,325,1,651.4,0.0
13841,162,1,85.0,0.0
13842,65,16,4409.56,1.0
13843,290,1,319.75,0.0
13846,151,3,1106.66,1.0
13847,629,1,310.72,0.0
13848,1,8,3335.0,0.0
13849,80,4,2524.93,1.0
13850,38,1,1595.48,0.0
13851,5,8,4606.46,0.0
13852,520,1,187.35000000000002,0.0
13854,1,34,10613.6,1.0
13855,410,4,1310.3400000000001,0.0
13856,78,11,1142.03,0.0
13857,302,6,1001.01,0.0
13859,235,2,515.86,0.0
13861,338,2,273.26,0.0
13862,17,7,2128.03,1.0
13863,157,4,1239.55,0.0
13864,296,1,662.4000000000001,0.0
13865,46,3,383.34000000000003,1.0
13867,127,1,138.85,1.0
13869,32,10,8111.57,0.0
13870,11,12,5120.61,1.0
13871,1,13,6095.24,1.0
13872,436,3,919.57,0.0
13873,29,8,1038.92,0.0
13874,267,7,2049.15,0.0
13875,43,13,4452.38,1.0
13877,379,2,332.44,1.0
13878,457,3,1191.53,1.0
13879,555,1,395.5,0.0
13880,54,12,2852.65,1.0
13881,5,34,37418.26,1.0
13883,128,14,5628.32,1.0
13884,186,8,1297.13,1.0
13885,98,2,506.8,0.0
13887,113,1,349.55,0.0
13888,29,7,2169.05,0.0
13889,2,6,1991.23,0.0
13890,16,6,1544.68,1.0
13891,287,3,863.5600000000001,0.0
13892,156,3,689.1999999999999,1.0
13893,207,1,821.1,0.0
13894,219,1,160.85,1.0
13895,52,4,2352.75,1.0
13896,535,1,388.55,0.0
13897,347,2,849.56,1.0
13898,235,2,686.4,0.0
13899,184,1,298.5,1.0
13900,92,6,1610.59,0.0
13901,17,14,5461.42,1.0
13902,541,5,34095.26,0.0
13903,309,1,165.45000000000002,0.0
13904,204,1,201.12,1.0
13905,642,1,312.65,0.0
13906,318,1,42.0,0.0
13907,601,1,136.8,0.0
13908,36,3,1461.61,1.0
13909,332,2,286.6,0.0
13911,53,19,4091.71,1.0
13912,333,1,124.95,0.0
13913,416,1,42.22,0.0
13915,303,1,70.80000000000001,0.0
13916,373,4,1275.81,0.0
13917,101,1,65.38,1.0
13918,162,1,198.2,1.0
13919,31,3,1189.02,1.0
13920,341,4,1774.68,0.0
13921,311,4,730.7,0.0
13922,261,3,865.2,0.0
13925,2,4,678.25,0.0
13927,346,1,359.27,1.0
13928,16,2,225.45000000000002,1.0
13929,78,11,3494.1,0.0
13930,46,1,210.0,1.0
13931,5,11,5257.38,0.0
13932,204,1,307.4,0.0
13933,18,2,608.7900000000001,0.0
13934,173,1,922.1,0.0
13935,506,3,6116.92,0.0
13936,89,3,939.66,0.0
13937,78,2,880.13,0.0
13939,18,6,1382.62,1.0
13940,26,2,391.06,1.0
13941,81,13,8840.6,1.0
13942,444,1,320.0,0.0
13943,487,1,246.54,0.0
13944,562,1,200.43,0.0
13945,304,2,854.15,0.0
13946,111,5,1800.63,1.0
13948,270,4,548.76,0.0
13949,4,1,537.9,1.0
13950,156,1,179.30999999999997,1.0
13951,85,3,674.45,0.0
13952,127,14,12823.521,0.0
13953,25,10,5729.36,1.0
13955,63,3,545.17,0.0
13956,47,3,680.27,1.0
13957,327,3,458.25,0.0
13958,289,8,4709.2300000000005,0.0
13959,190,5,815.42,1.0
13961,301,1,538.4,0.0
13962,155,2,310.85,1.0
13963,217,17,3011.87,0.0
13964,296,2,438.9,0.0
13965,386,3,996.61,0.0
13966,344,1,390.86,0.0
13967,55,2,166.3,0.0
13968,332,1,123.66,0.0
13969,16,28,8223.28,1.0
13970,295,2,846.55,0.0
13971,15,12,3895.21,1.0
13972,111,1,145.9,1.0
13973,196,1,264.7,0.0
13974,491,1,264.13,1.0
13975,37,10,4330.27,1.0
13976,116,4,1192.36,0.0
13977,320,1,519.8100000000001,0.0
13979,302,6,2546.36,1.0
13980,348,4,599.78,1.0
13981,325,1,331.14,0.0
13982,72,8,3803.92,1.0
13983,96,17,6186.08,1.0
13984,35,11,1947.42,1.0
13985,16,14,5733.77,1.0
13987,289,2,682.54,0.0
13988,72,5,2533.34,1.0
13989,148,4,1656.65,1.0
13990,122,1,311.3,0.0
13991,52,1,126.35,1.0
13992,289,2,142.7,1.0
13993,10,16,5556.76,1.0
13994,15,2,419.56,1.0
13995,25,12,3380.2200000000003,1.0
13996,295,2,895.76,0.0
13997,428,3,382.31,0.0
13998,356,3,566.7,0.0
13999,5,26,8469.42,1.0
14000,120,5,2046.3400000000001,0.0
14001,142,8,3796.15,1.0
14002,43,2,529.73,0.0
14003,642,1,209.41,0.0
14004,7,9,4879.07,1.0
14005,43,3,696.56,1.0
14006,25,7,2196.67,0.0
14007,422,1,79.48,0.0
14008,341,1,509.04,0.0
14009,107,3,1099.91,0.0
14010,474,2,445.15,0.0
14011,389,2,457.82,0.0
14012,187,1,328.8,0.0
14013,19,5,1084.57,0.0
14014,285,2,1443.03,1.0
14016,71,11,11403.41,0.0
14017,480,1,229.75,0.0
14018,554,1,367.15000000000003,0.0
14019,7,2,800.53,1.0
14020,385,2,606.21,1.0
14021,64,7,1716.58,0.0
14022,134,2,792.15,0.0
14023,159,1,273.14,1.0
14024,31,3,645.74,0.0
14025,374,8,4057.9,0.0
14026,380,2,713.11,0.0
14028,459,3,10396.5,0.0
14029,53,1,165.20000000000002,1.0
14030,30,18,7559.7,1.0
14031,35,38,33339.340000000004,1.0
14032,78,11,3720.0499999999997,1.0
14033,464,1,109.44,0.0
14034,66,2,473.90999999999997,1.0
14035,16,7,2265.96,1.0
14036,194,1,626.65,0.0
14037,85,6,836.95,0.0
14038,53,4,2595.92,1.0
14039,485,1,115.08000000000001,1.0
14040,3,33,11778.960000000001,1.0
14041,175,1,141.41,0.0
14042,634,1,431.98,0.0
14043,400,2,304.25,0.0
14044,12,9,3012.39,1.0
14045,18,16,11313.029999999999,0.0
14046,193,1,154.99,0.0
14047,109,12,3582.34,1.0
14048,214,3,748.69,0.0
14049,68,12,10842.7,1.0
14050,15,1,485.98,1.0
14051,1,30,16095.45,1.0
14052,300,1,255.45,1.0
14053,33,4,572.3,0.0
14055,15,3,1520.96,0.0
14056,16,17,5382.51,1.0
14057,10,18,7002.86,1.0
14058,372,2,469.19,0.0
14059,176,1,183.6,0.0
14060,17,25,7481.44,1.0
14061,416,3,917.4300000000001,0.0
14062,1,22,23940.02,1.0
14063,347,9,22710.2,0.0
14064,22,14,3076.36,1.0
14065,298,3,891.02,0.0
14066,176,1,152.55,0.0
14067,6,1,224.67,1.0
14068,229,4,1528.3700000000001,0.0
14069,424,2,230.06,0.0
14070,594,1,326.55,0.0
14071,169,2,356.81,1.0
14072,576,1,390.85,0.0
14074,532,1,219.39999999999998,0.0
14075,170,4,1100.53,1.0
14076,38,1,122.47,0.0
14077,91,4,426.06,1.0
14078,11,9,1692.6299999999999,0.0
14079,34,2,618.73,0.0
14080,322,4,1070.08,1.0
14081,211,10,5370.1,0.0
14082,274,2,413.36,0.0
14083,35,9,937.75,1.0
14084,421,1,150.5,0.0
14085,50,27,8904.62,1.0
14086,372,1,39.95,0.0
14087,314,2,651.8,1.0
14088,38,10,39052.88,1.0
14090,234,1,76.32000000000001,0.0
14091,563,2,9530.08,0.0
14092,9,20,5897.96,1.0
14094,349,1,335.22,0.0
14095,632,1,2.95,0.0
14096,0,3,244.68,1.0
14097,390,2,422.85999999999996,0.0
14099,29,17,4971.46,1.0
14100,47,1,194.9,0.0
14101,52,12,8929.53,1.0
14104,64,5,771.5799999999999,0.0
14105,148,5,5988.83,0.0
14106,646,1,214.79999999999998,0.0
14107,5,10,4636.01,1.0
14108,11,3,738.38,1.0
14110,28,26,10564.42,1.0
14111,5,3,295.5,1.0
14112,40,10,4820.26,1.0
14113,264,13,5685.6900000000005,1.0
14114,183,7,1364.09,0.0
14115,411,2,622.6700000000001,0.0
14116,2,2,628.87,1.0
14117,53,1,90.0,0.0
14118,338,1,458.45,0.0
14119,285,2,183.37,0.0
14122,315,3,362.42,0.0
14123,642,1,436.18,0.0
14126,353,1,466.33000000000004,1.0
14127,32,6,1900.0800000000002,0.0
14128,165,2,592.25,1.0
14129,5,7,2193.71,1.0
14130,228,4,1882.67,0.0
14131,558,1,187.87,0.0
14132,23,5,1552.46,1.0
14133,39,4,911.14,0.0
14134,292,15,11123.35,0.0
14135,14,19,8143.93,1.0
14136,310,5,1570.81,0.0
14137,605,1,332.7,0.0
14139,399,3,670.98,1.0
14141,14,1,285.16,1.0
14142,282,2,983.15,0.0
14143,43,1,115.8,0.0
14144,395,1,30.599999999999998,0.0
14145,66,6,6709.05,1.0
14146,164,9,7163.03,1.0
14147,195,8,2289.6,1.0
14148,143,2,466.29,0.0
14149,130,1,446.62,0.0
14150,269,1,306.18,1.0
14151,582,2,679.45,0.0
14152,143,6,1690.56,1.0
14153,392,1,233.4,0.0
14154,148,8,6460.7,0.0
14155,175,1,118.75,0.0
14156,2,143,295425.08,1.0
14157,194,4,847.07,1.0
14159,5,16,6004.89,1.0
14160,519,7,8421.47,0.0
14161,125,7,3318.88,0.0
14162,83,2,289.36,0.0
14163,61,4,1808.1000000000001,1.0
14165,185,1,122.53999999999999,0.0
14166,414,2,256.85,0.0
14167,74,7,1123.75,1.0
14168,330,2,370.45,0.0
14169,340,2,624.4300000000001,0.0
14170,284,3,597.33,0.0
14171,7,2,498.79,0.0
14172,514,3,402.72,0.0
14173,128,3,249.2,1.0
14175,80,7,5662.57,1.0
14176,206,5,916.01,0.0
14177,5,12,1979.34,1.0
14178,7,3,493.36,1.0
14180,0,30,5829.65,1.0
14181,320,2,310.55,0.0
14182,353,4,678.77,0.0
14183,320,2,286.29,0.0
14185,240,1,197.65,0.0
14186,336,5,1550.63,0.0
14187,383,1,123.5,0.0
14188,18,4,1383.46,1.0
14189,5,12,4428.2300000000005,1.0
14190,575,1,79.9,0.0
14191,17,9,2391.16,1.0
14192,297,1,293.74,0.0
14193,179,2,779.34,1.0
14194,15,27,12987.52,1.0
14195,111,6,2615.6,0.0
14196,16,1,335.52,0.0
14197,320,1,390.05,0.0
14198,54,7,1225.28,1.0
14199,127,4,1091.7,0.0
14200,526,1,379.2,0.0
14201,58,8,967.34,1.0
14202,290,3,847.76,0.0
14203,306,1,339.34,0.0
14204,331,3,901.9300000000001,1.0
14205,173,8,2170.4,1.0
14206,148,3,1185.01,0.0
14207,597,1,157.8,0.0
14208,4,2,567.05,0.0
14209,30,14,4796.17,1.0
14210,15,16,5861.52,0.0
14211,6,15,3291.12,1.0
14212,355,1,1119.6599999999999,1.0
14213,314,1,1192.2,0.0
14214,65,3,899.16,1.0
14215,96,7,2724.88,1.0
14216,323,1,310.74,1.0
14217,9,16,2623.41,1.0
14219,319,2,543.89,1.0
14220,156,4,1515.0,0.0
14221,22,15,5701.7,1.0
14222,86,1,683.17,0.0
14223,1,3,991.13,0.0
14224,19,9,1897.9,0.0
14225,344,4,2037.02,0.0
14226,119,3,2479.74,1.0
14227,105,12,5417.27,1.0
14228,347,3,745.5,0.0
14229,201,6,1808.97,1.0
14230,345,3,979.8000000000001,0.0
14231,93,4,1235.6200000000001,0.0
14232,24,4,1573.33,1.0
14233,121,6,2400.65,1.0
14235,67,8,4375.99,1.0
14236,281,4,1443.08,1.0
14237,282,2,632.14,0.0
14238,235,3,434.23,0.0
14239,4,19,3763.21,1.0
14240,135,2,584.0,1.0
14241,93,2,333.70000000000005,0.0
14242,144,2,280.55,0.0
14243,4,15,7148.2300000000005,1.0
14244,570,1,366.41999999999996,0.0
14245,129,2,1693.45,0.0
14246,20,3,1474.06,0.0
14247,187,5,772.66,0.0
14248,227,3,1032.95,0.0
14249,320,12,5625.461,0.0
14252,290,1,350.99,0.0
14253,402,2,363.40000000000003,0.0
14254,342,1,601.03,0.0
14255,455,1,1000.63,0.0
14256,169,5,2473.9900000000002,0.0
14257,32,8,5580.57,1.0
14258,61,23,28767.68,1.0
14259,51,1,120.0,0.0
14260,380,3,824.28,0.0
14262,16,3,855.0,1.0
14263,332,1,322.93,0.0
14264,64,6,1517.3600000000001,0.0
14265,18,4,1373.35,0.0
14266,337,1,40.56,0.0
14267,72,3,1516.24,0.0
14268,380,1,354.85,0.0
14269,348,1,295.73,0.0
14270,241,1,492.65000000000003,0.0
14271,135,2,219.13,0.0
14272,163,3,614.94,1.0
14273,45,3,450.05,1.0
14274,595,1,256.6,0.0
14275,305,6,1189.3799999999999,0.0
14276,8,7,2102.68,0.0
14277,121,7,14647.04,1.0
14278,319,1,205.83,0.0
14279,430,2,191.86,0.0
14280,106,1,134.04,0.0
14281,317,1,245.15,0.0
14282,19,19,6615.76,1.0
14283,372,4,628.4399999999999,0.0
14284,563,1,704.4,1.0
14285,86,5,1380.31,1.0
14286,152,5,5901.09,1.0
14287,108,2,83.28,1.0
14288,122,1,426.6,0.0
14289,44,5,832.78,1.0
14290,271,4,2979.4700000000003,1.0
14291,30,19,6376.39,1.0
14292,55,11,6944.53,1.0
14293,56,8,2960.78,1.0
14294,316,1,375.34,0.0
14295,348,4,2196.71,1.0
14296,330,2,456.40000000000003,0.0
14297,184,1,232.6,1.0
14298,8,75,80849.7,1.0
14299,17,23,12971.01,1.0
14301,26,4,1992.18,0.0
14302,340,3,742.9000000000001,0.0
14303,316,2,277.94,0.0
14304,132,3,1725.01,0.0
14305,23,2,1048.45,1.0
14306,288,4,1058.0800000000002,1.0
14307,44,8,4383.2,1.0
14308,458,2,1147.02,0.0
14309,3,9,3061.98,1.0
14310,342,1,492.1,0.0
14311,152,2,516.45,0.0
14312,0,10,2525.89,1.0
14314,16,2,229.8,0.0
14315,38,7,2266.84,1.0
14316,331,5,1370.34,0.0
14318,369,1,158.02,0.0
14319,333,1,494.85,0.0
14320,116,5,1346.75,0.0
14321,26,5,1587.96,1.0
14322,338,4,474.1,0.0
14323,24,2,605.0600000000001,0.0
14324,319,2,701.61,0.0
14325,479,1,245.48000000000002,0.0
14326,151,3,940.98,0.0
14327,72,6,1894.93,0.0
14328,347,1,445.05,0.0
14329,18,12,8397.41,1.0
14330,533,1,200.63,0.0
14331,33,2,462.65999999999997,0.0
14332,57,3,1196.24,1.0
14334,3,11,4094.98,1.0
14335,5,1,359.25,1.0
14336,107,3,1114.39,1.0
14338,70,3,928.1,0.0
