Customer ID,Recency,Frequency,Monetary,predicted_clv,future_spend_3m
12352,171,7,1905.61,71.50774115414374,944.23
14495,30,2,91.6,71.37044787993443,83.2
12832,7,1,267.8,71.34567027427516,115.23
15793,178,6,1740.6,70.49055217101495,658.97
14931,115,2,586.0,70.29058553874312,671.6800000000001
14569,362,3,371.59,69.90758222263118,227.39
15407,93,3,740.73,69.88018982088178,315.71
18194,347,5,3188.2000000000003,69.82108716319958,973.84
15267,65,2,1407.76,69.71897199249524,309.6
13431,315,6,2047.14,69.70655603612323,1269.1
18093,2,8,4452.71,69.69069364351517,0.0
12794,8,1,317.0,69.58388159038554,543.41
17360,93,4,976.54,69.28194083980705,254.84
17054,47,4,1207.32,69.14954994147645,149.01
13258,114,3,561.22,69.11527638432106,473.96
18222,2,1,443.0,69.00448299215917,0.0
12863,288,5,2271.35,68.90311756131128,521.2
16546,200,5,5606.47,68.69441871990367,0.0
13762,128,5,2472.48,68.61896614365898,0.0
17984,54,5,1191.27,68.56016254657871,0.0
14132,23,5,1552.46,68.49149081465207,2033.57
14659,55,6,1641.55,68.44719640048709,888.38
16233,239,8,1755.53,68.33806301850593,210.18
16205,89,4,1181.58,68.23840021827793,649.03
17268,17,11,1733.89,68.22847792587991,0.0
13627,85,5,1634.43,68.10680629825642,611.47
14383,73,1,242.09,68.01787738361296,1005.6
12739,8,3,2689.23,68.00143812734267,37.5
14853,120,4,1115.57,67.7310872489964,261.3
16066,33,1,316.38,67.66729495209117,1205.49
17284,30,7,2634.72,67.512276821116,158.44
15032,165,8,13780.65,67.17934881246165,0.0
15618,1,3,419.041,66.95180631115521,357.81
17372,75,26,4096.01,66.94047371806175,281.55
15985,32,7,2715.28,66.89862256431871,0.0
13743,17,5,912.12,66.62016727500645,429.48
16105,158,5,2386.19,66.53959047353463,0.0
14529,19,1,135.24,66.43827398716934,484.8
14657,64,5,1251.59,66.01326282248579,209.28
17640,288,5,2547.28,65.97250614756507,621.66
17931,43,14,3437.29,65.95510576645698,0.0
14500,21,2,335.85,65.82094221052273,21.0
14231,93,4,1235.62,65.80562672774369,0.0
13200,35,1,319.32,65.3744681303557,550.77
15494,30,4,3608.2,65.29660294903988,171.85
14096,0,3,244.68,65.00222304666637,64920.11
16929,37,2,428.88,64.89878937765229,866.51
12854,150,6,2479.89,64.85989882208108,514.13
12844,39,3,497.52,64.77378580075894,151.08
13079,0,3,258.58,64.72207885225816,160.60000000000002
14329,18,12,8397.41,64.62801628020796,1529.81
16825,95,4,1370.41,64.45017312402696,456.48
18239,128,6,2150.36,64.4427991229119,0.0
13617,22,7,1100.27,64.32231411497243,178.48000000000002
13220,95,4,1243.29,64.25030394338279,92.8
16706,7,2,411.55,64.17644359043672,119.8
13517,16,2,1612.18,64.08029851020686,516.24
12516,90,3,1919.76,64.0793809011451,728.86
17809,38,16,8782.19,63.95431209661241,2555.2
17742,22,11,2098.48,63.694377941884255,0.0
14290,271,4,2979.4700000000003,63.55541507890811,1537.09
13292,193,4,665.14,63.47230469491181,329.37
13285,70,5,2625.57,63.37806357778199,739.02
13104,42,6,987.06,63.36200171875496,722.04
14477,93,5,1183.0,63.19305677509007,786.6
13149,15,3,1132.62,63.12394700785613,543.4399999999999
16817,95,11,2379.58,62.98097131074884,425.32
12775,99,6,1464.76,62.90392595721082,221.36
15341,358,1,382.2,62.67595741551958,2020.52
16062,43,7,2487.97,62.64476260068328,375.48
17345,2,9,1351.07,62.45089057543953,253.61
16400,4,9,3159.44,62.03530994434221,0.0
16674,7,1,122.2,62.00669630279835,197.41
15506,48,4,1270.12,61.842279758813326,769.91
16899,59,5,949.64,61.79930453727498,771.38
15835,47,3,675.51,61.70189841896329,278.58
18122,60,1,119.19,61.64417423760448,1707.02
12868,95,8,2247.06,61.51461831474255,0.0
16076,2,5,1357.98,61.44263516846643,876.75
17744,160,5,1615.7,61.29516603402123,1033.44
16406,360,2,389.61,61.08329982841711,163.07
16065,274,8,2382.62,60.98798731339326,0.0
16177,346,7,1915.36,60.935889382771386,331.95
12364,21,1,623.92,60.78710623514054,689.18
16281,333,2,1361.96,60.72092837999545,2062.06
15780,93,3,475.28,60.19072229675484,0.0
15809,93,6,1157.88,60.1693691633435,116.56
13951,85,3,674.45,59.8587568760698,0.0
12384,31,1,292.69,59.65572435695118,292.58
12909,111,6,2452.89,59.37108919912117,650.3
13873,29,8,1038.92,59.32460468614416,0.0
12871,116,2,495.38,59.2181969252679,248.64
12370,184,6,3581.03,59.195132373771045,739.28
17218,123,13,3180.54,59.19216138640147,1012.14
14723,267,8,1405.76,59.160273139034686,687.3000000000001
16357,71,3,467.44,58.96870042338634,400.93
17007,64,6,805.61,58.92511911060114,314.49
16824,73,2,448.5,58.79912493805072,237.74
16536,19,1,548.97,58.34442071387106,0.0
17648,102,4,1526.26,58.285769050192776,690.11
14631,144,5,1648.79,58.18805693666027,376.9
14548,60,9,2627.49,58.04289756192515,0.0
14152,143,6,1690.56,58.01674151530395,306.78000000000003
18106,239,6,1461.46,57.98311720620448,0.0
13124,161,3,3490.24,57.845262452311374,1292.21
17828,19,3,1076.66,57.74357123893674,743.43
18215,346,4,1948.15,57.74292631238953,299.34000000000003
18265,67,1,488.55,57.69498330903479,312.96
13147,9,1,118.8,57.60820642659392,594.0
16464,51,1,385.0,57.47784973884871,929.68
15687,96,5,1679.45,57.40351174932458,1313.65
14577,73,6,1161.18,57.17686259237383,213.07
16224,50,4,1187.12,57.11314841625714,429.42
17266,57,3,320.15,57.05220280978641,197.58
17702,18,5,2658.44,56.89394541898154,485.6
16475,53,3,459.3,56.4937798083798,85.0
18178,38,11,6103.74,56.44239017673608,0.0
16539,129,9,3396.81,56.44210209403581,335.2
13956,47,3,680.27,56.42631237204269,346.15
17190,116,6,1493.3,56.416583525403134,249.74
13023,39,2,1095.53,56.371051753603545,353.5
16016,105,7,1842.75,56.19765403449861,691.19
14201,58,8,967.34,56.14935565241274,226.2
13330,2,6,2806.18,56.0793989657712,0.0
15523,297,15,16947.98,56.040279430272086,412.0100000000001
14407,16,6,2157.73,55.96619787813289,0.0
14716,58,2,424.33,55.82742965784463,141.12
12695,16,5,1158.92,55.72574415676462,248.2
16324,37,3,428.68,55.62452707177347,0.0
17513,318,2,645.6,55.45290917578132,513.2
12879,1,1,140.5,55.20374470548997,432.72
18235,29,2,749.8,55.03136949723624,1046.68
18242,105,6,2066.8,54.91890905934829,1538.41
15675,64,3,443.74,54.85015399642581,98.3
13583,65,2,1445.031,54.56672663528833,0.0
18259,275,5,2355.9,54.48411076245337,1962.3
14967,351,5,1518.81,54.395660639307984,463.8
17311,226,5,2738.17,54.29806069704732,828.39
12684,80,4,1379.48,54.132138575966735,904.15
16092,24,6,1587.94,54.0954595169305,0.0
14229,201,6,1808.97,54.0333482252418,785.0699999999999
15048,26,3,423.23,54.00741574661317,59.52
14901,11,8,1690.48,53.82664369159285,599.17
15530,59,4,1480.1,53.734769293325336,333.62
12391,374,5,2312.53,53.69053659402292,460.89
15443,18,9,2623.82,53.5734378012182,2552.11
14342,46,4,669.62,53.43182466278192,248.82
17050,5,11,4691.79,53.336502266679176,0.0
13824,45,11,3045.66,53.04167130774835,269.1
13140,17,5,1215.68,53.03179382233487,0.0
13329,276,7,4628.17,53.001037893097326,484.8
16680,437,2,637.75,52.78254450913048,183.7
15800,16,7,1242.58,52.63975027278877,0.0
16838,106,4,1159.61,52.62855916214799,0.0
12808,94,4,703.8000000000001,52.249550379744086,202.3
15206,9,3,236.7,52.00832569877133,183.6
16951,44,3,1277.75,51.94206225947629,0.0
13492,45,3,1269.84,51.94206225947629,0.0
16968,17,1,253.31,51.89921144526811,186.12
13740,150,5,1597.77,51.70772346483762,0.0
13700,2,11,1999.6,51.48068336055909,613.86
14467,222,9,1753.93,51.26715852242933,467.06
13919,31,3,1189.02,51.12410264857967,171.66
16275,106,3,2151.11,51.05375168264592,0.0
15581,30,38,7794.59,50.96581281178788,0.0
15208,72,3,423.92,50.91968418509275,546.6
16072,197,4,4328.89,50.83357558460836,0.0
17490,86,3,963.38,50.61708568146762,1787.12
15594,3,2,788.22,50.53869983944266,983.56
12586,284,3,1865.73,50.52134478759384,196.94000000000003
13862,17,7,2128.03,50.48560204613076,428.06
14246,20,3,1474.06,50.47168492772133,0.0
17642,29,5,1824.49,50.46497319031271,0.0
12724,82,5,1566.47,50.28981921342929,751.0500000000001
17041,18,5,1355.6,50.19120975504241,330.68
17211,89,11,3194.32,50.18024442195132,852.33
12375,7,1,230.3,50.06496331538858,227.2
14958,56,6,957.94,49.98595670747055,0.0
12875,52,5,1356.99,49.92877038475085,0.0
12704,15,3,1100.92,49.87424419161949,1239.92
16755,23,7,2900.58,49.82806105328903,0.0
14019,7,2,800.53,49.71143462061056,621.0799999999999
13309,116,3,796.22,49.69212883577211,910.15
17213,50,11,4181.08,49.49297967124851,1001.22
12526,3,1,520.3,49.47483855277673,796.36
13194,45,2,472.78,49.41310193450229,0.0
13524,11,3,408.86,49.2892285911614,271.32
18161,49,4,955.67,49.15604192563724,847.4300000000001
16245,31,2,769.7,49.14577045854567,643.96
14196,16,1,335.52,49.090423970073104,0.0
14078,11,9,1692.63,49.04876047873128,0.0
14447,105,3,1149.53,49.03184802545886,562.2
15238,4,2,772.78,49.01020437195247,299.21000000000004
14700,99,4,2438.56,48.976000188273765,677.6999999999999
16750,30,3,416.12,48.835129267682376,207.81
18024,62,2,389.78,48.653558604364,0.0
16987,79,7,1540.3,48.63966148123788,995.6
13207,60,3,483.12000000000006,48.58083749291603,52.74
14224,19,9,1897.9,48.557440060046886,0.0
17175,50,3,1132.63,48.50731919390788,311.06
14289,44,5,832.78,48.49331971539187,78.48
17044,284,11,11013.82,48.46068184528366,948.48
13808,3,2,723.1,48.42519947539534,1024.56
17656,15,3,927.65,48.41867283100545,747.04
15456,192,10,2119.27,48.35579437534699,0.0
13936,89,3,939.66,48.26543688972988,0.0
12464,15,6,780.55,48.18801037943606,431.5
18260,82,23,9962.11,48.17468152810194,0.0
12412,47,5,2260.79,48.05456478546159,336.14
15782,339,1,1399.36,47.96379901998964,2614.74
15351,279,4,2052.85,47.904998808729296,1685.44
14829,93,6,1526.92,47.8361144335818,165.92
15187,1,6,1883.88,47.82038565263878,2893.3
14396,280,6,1744.29,47.70142692634993,377.64
17064,92,2,461.3,47.61461171053124,398.05
14704,52,4,487.82,47.56255649023173,1325.75
14344,36,20,3333.7000000000003,47.522328937279,0.0
17994,31,11,2313.32,47.52088393414326,0.0
14909,346,3,1404.68,47.22756609864223,0.0
14583,53,7,1516.12,47.20599642207957,264.91
13505,76,3,2583.12,47.14726826940288,1810.51
16676,122,5,1868.28,47.042778130074346,493.62
15136,5,1,582.9,47.007685801699694,703.8000000000001
12978,294,5,2502.82,46.9960643016388,0.0
13265,93,3,1465.66,46.986447849927885,642.0
16370,26,3,953.11,46.84671731391862,367.45
13812,14,1,278.74,46.836276307076126,260.26
14442,114,7,5367.02,46.797272342399104,0.0
12527,204,4,671.72,46.73586343189821,63.790000000000006
13455,275,5,2540.53,46.69305790429581,365.4
14418,17,1,150.44,46.62385581117825,1786.81
14959,19,3,537.32,46.49819040666558,158.1
16071,436,3,750.5600000000001,46.46148135724436,326.24
14947,40,5,937.47,46.37699487714952,112.32
17324,241,10,2013.87,46.36236601322556,288.0
12700,65,2,2149.05,46.350630004156685,2790.94
13184,40,9,1504.44,46.340299154403446,196.85
16012,38,4,2706.62,46.300088332998186,283.17
14451,104,11,3006.18,46.16932900748557,302.59
16441,200,4,864.23,46.15576031852094,170.2
12623,185,7,3747.84,46.05304189375056,0.0
17015,94,1,524.5,45.97023387211078,1318.06
16292,31,5,1253.76,45.706525676784665,0.0
13848,1,8,3335.0,45.67866589362595,0.0
17674,278,1,601.32,45.60380682854054,250.38
14077,91,4,426.06,45.59404429873107,189.02
16440,124,2,488.76,45.50991455456634,3368.21
15777,150,7,1762.61,45.38484299418096,0.0
17608,358,2,305.11,45.33292869059846,193.42
17302,32,3,661.61,45.3019381539696,474.02
14912,156,5,1504.1899999999998,45.27261505015687,385.06
12457,143,4,1699.93,45.18380252267072,1295.98
14997,87,2,385.68,45.17677668982478,390.92
12919,26,3,441.65,45.151229140531086,893.54
14511,1,2,329.89,45.13043687179638,984.92
15607,246,9,1708.97,45.12073431170515,0.0
16557,46,1,101.15,45.08437880693949,180.7
12620,114,1,561.66,45.06224326463169,777.75
13601,120,3,865.02,45.04727691010314,320.12
17621,221,5,2697.0,44.832525923980775,478.12
16054,54,4,2111.88,44.73252777771259,0.0
17990,146,6,1527.61,44.61112360538387,0.0
16949,95,4,893.75,44.52912572478884,392.52
15754,156,7,2670.84,44.31196091613706,366.77
14141,14,1,285.16,44.26701962357333,629.97
15545,280,1,270.66,44.22583167529481,157.39
14456,40,3,636.65,44.22317444238668,2425.75
17370,1,2,228.06,44.21940350799835,218.12
15638,288,6,2265.2,44.167772640186165,0.0
16350,243,6,1514.12,44.13695184539435,739.77
17272,108,2,1409.44,44.09966123846791,739.1899999999999
17085,32,28,7891.41,44.09398919598858,0.0
17002,125,6,2071.34,43.9487151849657,500.21
15356,14,11,2978.09,43.910308757029256,486.86
17165,193,6,1794.32,43.85594791002456,0.0
16726,105,6,1501.58,43.81644791897933,586.83
12849,178,5,2744.17,43.7816069251595,346.39
14515,100,8,2412.82,43.56668249551958,1336.44
17373,43,5,807.88,43.43227724704898,359.62
16202,270,9,2501.99,43.3343809606382,0.0
16239,99,5,1425.9,43.20655710943894,66.3
17312,48,3,644.3,43.15918204715224,0.0
14005,43,3,696.56,42.88009966040661,2178.16
13016,32,1,425.25,42.818549106908186,364.64
12362,29,5,1877.35,42.71804943035709,3478.88
14696,29,6,2147.49,42.71579230777608,620.41
14649,121,7,2942.24,42.59304347480848,833.0699999999999
15584,71,3,707.04,42.58517731920434,570.46
16629,5,1,236.78,42.504137909517226,180.95
16682,1,3,810.22,42.45255930872053,217.78
16394,80,3,933.1,42.431378661054815,622.24
13908,36,3,1461.61,42.42716944304955,907.94
14918,25,9,5955.81,42.370749991201066,0.0
16104,328,8,2476.25,42.348375190991774,302.36
14489,116,4,1574.93,42.32774858370521,0.0
14133,39,4,911.14,42.29392529796433,0.0
15071,3,4,1455.56,42.28012450818607,0.0
17163,355,2,406.68,42.258393771155255,293.1
15067,192,3,2981.17,42.248255954429,896.71
14775,47,2,1108.02,42.2375403996095,310.44
14389,100,4,1165.69,42.15000017215203,732.32
13649,166,6,1678.88,42.09231431207991,0.0
12982,152,8,2744.81,42.04772010856318,0.0
15426,166,6,1830.98,42.039522601855865,784.41
15797,22,6,2821.08,41.99252383110764,0.0
16863,276,2,659.97,41.97233495208802,338.55
13162,31,16,9275.49,41.848630111118574,0.0
17101,87,4,1115.9,41.8108325792353,1391.15
17550,106,9,2547.64,41.79764781869277,0.0
12511,338,1,3084.02,41.734814107512285,0.0
15952,68,2,327.8,41.66000342317205,478.77
15605,161,7,1428.75,41.61581648917549,508.05
16621,57,3,609.41,41.51629188550719,204.07
16308,17,6,4160.0,41.47120964748077,960.0
16660,120,5,996.26,41.353606030463375,883.29
13362,155,5,3884.86,41.32143209523475,1509.21
14067,6,1,224.67,41.30715902546667,150.03
13713,317,3,743.26,41.2701325586898,0.0
18125,111,3,945.14,41.26883878242931,197.85
16696,44,4,657.9000000000001,41.11970708287872,0.0
13334,100,4,5458.77,41.00473359454404,804.98
17267,36,2,317.62,40.95171181181421,0.0
14517,51,1,252.45,40.94722282707523,78.0
14375,94,3,1132.99,40.74363569156633,0.0
15237,112,2,1093.65,40.69562566849471,318.67
13388,40,3,1185.65,40.52407012952619,0.0
15505,23,3,2091.14,40.51385283458517,1519.82
12374,330,3,2246.29,40.39686846193007,742.9300000000001
15831,33,2,451.11,40.3730718705351,350.65
17970,120,1,582.59,40.34110518522338,0.0
12434,169,2,583.54,40.24999154433123,519.89
15549,67,7,2284.38,40.12924606277711,61.58
18112,75,3,619.91,40.11914009055483,156.05
17227,82,9,1556.46,40.01753894654227,465.5700000000001
13414,43,6,2494.14,40.01362180952917,0.0
18116,143,12,1990.74,39.98286459975608,163.56
15339,227,6,1511.67,39.98179392744714,316.17
14256,169,5,2473.99,39.94836239638517,0.0
16493,82,6,1562.75,39.81616470234865,569.34
15406,210,3,717.45,39.73215568836038,258.42
13678,61,1,232.6,39.55354608865707,0.0
15882,108,8,1495.98,39.48971436694571,0.0
17979,78,3,504.54,39.47189712686753,253.17
16531,36,8,1738.27,39.372348248938295,560.06
13311,59,1,490.11,39.34835916663776,108.46
16184,15,5,985.8,39.26320264229882,172.99
14544,271,2,2079.9,39.233476691162174,902.53
15865,123,3,1667.72,39.10762028546723,581.2
12674,1,3,1402.0,39.02792594081118,568.6
14000,120,5,2046.34,39.01980549856895,0.0
13417,114,5,1264.66,38.98089684717221,404.83
16783,346,1,391.95,38.97015440176561,0.0
16912,43,11,3463.31,38.93321975041324,1017.0
15676,193,1,897.8,38.89657279923359,2537.96
14336,107,3,1114.39,38.82962456160735,500.52
13473,242,7,2476.38,38.748053211786655,181.38
17483,43,3,452.43,38.6897226026541,139.3
15289,47,4,1351.29,38.68947174832447,241.8
15069,88,1,1109.53,38.67073740536866,0.0
14756,292,2,1914.8,38.6173853506267,738.96
16871,120,4,2037.82,38.496899069346505,774.52
16770,146,8,1818.51,38.45857474852895,113.62
16768,13,8,1516.52,38.45372072543362,191.6
18283,5,16,1762.44,38.44352631285573,974.21
14128,165,2,592.25,38.41466035147038,331.96
12584,36,4,782.59,38.41117847745674,1555.56
16139,21,4,782.11,38.28448203059818,329.04
17097,9,7,1025.56,38.121796425594034,314.89
17785,354,2,271.44,38.06393460155905,131.94
15381,123,5,1890.57,37.943064505762166,0.0
16657,58,2,446.11,37.93375858882399,487.51
14321,26,5,1587.96,37.75407478326486,630.1
15128,36,4,1482.92,37.73413176193195,300.76
13835,64,5,798.04,37.60040758449016,297.23
12635,64,3,1924.87,37.57681547139949,1005.54
13754,61,3,447.05,37.50791216860072,0.0
16891,5,9,1807.26,37.46200006515761,249.56
14684,124,3,751.53,37.421017897807744,717.02
14081,211,10,5370.1,37.40444102634181,0.0
18232,67,3,500.62,37.3505685914682,92.35
17410,5,2,419.55,37.3304216376834,795.17
17692,36,12,2975.8,37.14936479846264,0.0
17591,31,7,2413.87,37.13076890678082,362.8
14460,19,9,1093.5,37.08724481099983,0.0
15006,362,1,323.05,37.02144839778812,502.09
18016,95,5,965.66,36.783976202716666,994.8
12468,97,5,3670.74,36.779677212354215,0.0
16748,127,12,3031.63,36.547117424348514,605.7
14014,285,2,1443.03,36.53619911711852,505.18
14226,119,3,2479.74,36.4778449342232,522.7900000000001
15561,59,7,1583.47,36.14263236635541,350.92
16119,303,6,1297.45,35.902917969762626,423.36
16348,37,5,1103.91,35.8531287454627,694.31
13395,94,3,1180.23,35.77794667364677,0.0
16298,96,5,601.8,35.716866836705954,483.9
14643,79,5,1679.89,35.684207271644624,0.0
18027,8,1,115.31,35.51077662024258,0.0
13244,2,1,121.74,35.444347958238424,0.0
17866,52,3,1134.95,35.438035911470735,0.0
12843,69,29,6578.46,35.37917556017471,9.95
18167,15,1,498.48,35.30390208161701,886.3800000000001
16149,51,2,305.38,35.11193469386795,116.84
15322,385,1,711.18,35.06971294600984,679.68
14512,97,7,1223.47,34.99501189875474,0.0
13243,112,5,1278.04,34.99428975824195,0.0
16330,21,6,431.38,34.981150517226496,202.95
13991,52,1,126.35,34.95125194479954,729.62
14013,19,5,1084.57,34.9276576424025,0.0
14484,310,3,749.0600000000001,34.90516956077473,321.92
15365,5,8,3204.09,34.87642168265069,1353.04
15349,67,2,473.81,34.85217186115432,0.0
15053,65,2,478.6,34.78741573741195,219.19
14660,10,1,128.95,34.74686485603328,156.79
16671,74,1,1382.88,34.540326239750016,309.39
15385,302,2,625.2,34.507101020957364,316.88
17414,94,5,2069.52,34.48946380724486,180.0
13572,115,1,1384.25,34.48507578286764,0.0
17655,26,7,2916.87,34.47336940284787,735.61
14034,66,2,473.91,34.440347345491794,177.91
14412,334,1,656.16,34.41783073731089,770.03
16620,170,5,1675.73,34.33477947923955,83.2
13365,127,1,700.6,34.29405717387212,1524.77
15205,36,1,476.3,34.27732581862416,176.94
13035,170,2,775.32,34.249967677189474,588.88
15480,25,5,6279.0,34.21104602023729,0.0
12980,67,21,16245.78,34.152182971955924,0.0
17768,75,5,1647.66,34.149538982431395,1861.85
17666,387,3,1319.64,34.12475971848427,728.16
17152,104,4,2016.5,34.11923127808408,0.0
14277,121,7,14647.04,34.08793543027831,2578.77
17852,298,3,548.87,33.980203399700734,114.34
17624,127,3,1125.45,33.96912201072335,443.18
17173,26,2,961.26,33.96576954909569,2805.34
17083,18,9,4049.79,33.96461154190595,0.0
12593,18,3,418.1,33.96121855147659,0.0
12535,1,2,716.35,33.956763282854965,0.0
13441,1,2,720.9,33.956763282854965,0.0
13497,192,6,1320.33,33.9240308518212,0.0
13278,309,3,893.12,33.831804301599256,542.73
13064,62,4,1220.5,33.7967973266959,460.24
15677,330,2,648.4,33.78080727505555,657.23
17787,62,4,2601.4700000000003,33.76329084230856,0.0
17176,111,3,902.32,33.73899655609719,0.0
12715,15,1,353.86,33.72647251946523,0.0
15386,95,1,394.14,33.72458804884143,0.0
18231,101,28,6880.97,33.62217042277527,0.0
14414,1,8,2399.33,33.588142663734914,0.0
14193,179,2,779.34,33.55885564103962,430.85
17189,15,5,957.63,33.46091213409412,0.0
16614,92,3,1179.79,33.44675156043718,0.0
17299,9,4,615.16,33.35641832794489,400.92
18064,42,11,4495.03,33.3093184548481,0.0
14481,74,5,2311.49,33.228950484290706,0.0
16107,12,3,1494.12,33.19715945999116,1710.04
15073,95,7,2606.57,33.09867424032393,181.45
15253,79,4,1310.74,33.09586336181761,744.35
18261,5,1,224.8,33.06939807565653,99.44
16524,355,2,308.14,33.067607901831096,0.0
14360,4,1,1134.69,32.97628733425001,993.54
14113,264,13,5685.6900000000005,32.920125736311824,1406.92
16009,69,1,462.19,32.85605010608596,530.52
15730,1,4,1382.92,32.78346889147424,343.66
12436,9,1,509.01,32.777316317544894,0.0
16173,1,2,635.05,32.709973535174015,783.27
13652,166,4,2114.01,32.69579971340176,456.84
12643,37,12,8350.42,32.666996682122395,0.0
17898,116,3,246.96,32.61644861968118,52.22
13631,9,11,3070.42,32.613807136797675,0.0
17924,211,3,1076.4,32.585088901542576,2460.3
13405,113,5,1198.81,32.519321664927894,15.001
13557,190,12,2688.88,32.50905000639054,343.38
17527,19,2,606.62,32.424563071334966,332.75
13813,44,5,1783.75,32.387358560472826,981.72
14714,316,3,746.05,32.37949433216286,160.19
15105,44,3,1328.96,32.2041928811292,1765.95
15108,51,4,1300.25,32.180358282180784,0.0
13167,40,3,751.37,32.13169611587728,373.78
15473,354,1,274.8,32.08490172703134,1771.2
12751,354,1,268.27,32.08490172703134,0.0
12915,58,4,1174.75,32.04726499907084,0.0
18154,298,3,533.41,32.03496967603413,399.19
16447,45,3,775.14,31.972500076025483,0.0
13238,73,4,624.75,31.832268509566084,381.88
13208,64,7,1599.67,31.78353311941309,388.83
14744,207,12,3713.13,31.690931589362407,171.95
13989,148,4,1656.65,31.622513376174787,369.41
15201,35,6,1539.67,31.587329239880116,303.28000000000003
12864,47,2,299.57,31.57636550614327,0.0
15743,23,2,434.05,31.564251369174208,350.41
17770,108,5,1143.27,31.54243067093772,0.0
17728,313,2,1362.75,31.539147026859432,2876.01
16906,96,6,1263.97,31.45004088893787,184.83
18218,120,4,1142.0,31.41638905637436,0.0
16889,104,6,2530.9,31.39215014995206,0.0
17562,19,4,661.1,31.329115540350596,461.28
15376,26,2,989.02,31.272008010331035,244.34
17958,26,2,973.88,31.272008010331035,0.0
14001,142,8,3796.15,31.25284338834534,733.94
17764,120,4,1066.79,31.23395615291067,556.85
17521,108,3,714.41,31.196032258210472,563.65
15374,38,2,307.32,31.175881077284323,0.0
14024,31,3,645.74,31.170493883889293,0.0
15481,310,1,1993.34,31.14794208726777,0.0
14634,347,4,2124.46,31.142821914350733,0.0
14009,107,3,1099.91,31.13278239475698,0.0
15748,358,2,465.4500000000001,31.12639956697489,149.31
16955,94,6,1309.41,31.103425090790537,0.0
13946,111,5,1800.63,31.096268332506185,75.6
13639,346,1,312.93,31.06377114932087,1033.34
16723,0,4,1301.63,31.030802722059896,0.0
13475,100,4,1431.78,30.98986554109789,0.0
17812,277,4,651.28,30.871226788456504,514.61
14690,61,3,639.34,30.85291309380615,154.99
16325,64,11,3419.28,30.85194732600769,178.22
14087,314,2,651.8,30.583120161429548,194.42
15822,268,5,1394.79,30.544247287117155,445.27
15074,14,3,1566.33,30.48115153802248,0.0
17731,37,5,1432.62,30.36059268021873,276.37
14765,21,2,95.5,30.299292769915372,158.61
17432,294,7,1385.63,30.23254800735564,365.76
17429,37,5,1357.46,30.203987366319275,0.0
12517,35,2,1538.7,30.11534992733348,964.14
14195,111,6,2615.6,30.11285719270573,0.0
15392,269,4,1715.07,30.09231957592232,1196.55
12625,121,4,5164.88,30.067020428560863,0.0
13874,267,7,2049.15,30.050728190077685,0.0
15186,77,4,1221.05,30.031890404054103,182.15
14055,15,3,1520.96,29.96518652352988,0.0
13224,60,1,1212.26,29.9547060104582,943.69
13310,115,4,1226.82,29.878390435173117,314.38
14439,229,5,9443.04,29.839575630553867,0.0
13949,4,1,537.9,29.810255052027905,1889.42
16372,318,3,960.68,29.76008676750848,367.93
12802,96,7,2416.42,29.71497430418553,0.0
14232,24,4,1573.33,29.690465108066768,474.74
15092,124,3,776.46,29.68967231846089,0.0
16212,192,3,1101.52,29.679043747256408,192.19
13169,161,2,632.4000000000001,29.67889957024357,207.68
12383,94,5,1850.56,29.622108672089357,0.0
14475,95,3,847.47,29.620097075356952,303.68
15658,99,8,2423.4700000000003,29.58128770740583,0.0
16720,285,2,640.24,29.502991658673235,155.24
14364,18,8,3717.35,29.49870015739076,0.0
16431,122,3,642.81,29.493873895588564,0.0
13681,64,1,203.46,29.48918230379784,624.37
16692,165,4,1914.7,29.47595549100039,0.0
18095,222,5,2303.09,29.47569492815637,0.0
12814,11,1,125.92,29.3735787039947,0.0
15453,1,4,712.8,29.362274624106487,675.5699999999999
13034,278,2,445.77,29.33511684669764,476.91
13210,3,1,353.48,29.273267727112373,0.0
17029,20,7,2137.3,29.26495718423089,0.0
14116,2,2,628.87,29.226541769361106,753.87
17571,55,4,766.4399999999999,29.203409682581995,937.31
15632,31,6,2351.84,29.195724441960387,933.47
14264,64,6,1517.36,29.104319075202817,0.0
15885,2,15,1951.82,29.094897794205213,0.0
13659,115,12,4894.88,29.06090843572869,0.0
14075,170,4,1100.53,28.81555632501774,634.34
13636,31,4,646.55,28.80801266480605,302.57
13480,326,2,627.82,28.76166858977066,0.0
15202,329,3,6001.49,28.743390214645675,0.0
14798,53,7,647.97,28.735179069235965,76.34
14873,119,2,854.13,28.711382841100548,0.0
12838,283,9,3106.14,28.688711956409094,292.34000000000003
12904,81,1,244.69,28.65907495187245,264.89
12385,288,1,1938.4,28.64730907852833,0.0
17707,94,8,609.3000000000001,28.49106605494884,0.0
14044,12,9,3012.39,28.376809740424207,110.71
16276,86,3,2629.3900000000003,28.325060708102832,0.0
14842,4,3,1901.52,28.18615305144625,923.17
12997,145,6,1492.49,28.11954246011765,618.42
14065,298,3,891.02,28.08805034563898,0.0
13827,43,2,300.76,28.08649456908296,111.29
15503,272,2,267.15,27.94698300583253,0.0
16626,22,7,2165.34,27.913338616352288,2247.76
12505,318,1,955.2,27.884473907888005,0.0
16108,343,3,1393.42,27.83520178353811,842.5
15030,177,7,1614.39,27.791858190906936,365.52
15671,4,5,1972.89,27.727748439000926,684.24
15919,278,1,541.44,27.593952800580357,369.17
16668,26,12,822.22,27.53624828128125,40.2
