Customer ID,Recency,Frequency,Monetary,future_spend_3m,future_spend_3m_log
13872,436,57,919.57,0.0,0.0
13873,29,60,1038.92,0.0,0.0
13874,267,69,2049.15,0.0,0.0
13875,43,247,4452.38,361.99,5.894375285676025
13877,379,20,332.44,117.24,4.772716457199891
13878,457,71,1191.53,1281.53,7.156589968584206
13879,555,25,395.5,0.0,0.0
13880,54,152,2852.65,1539.01,7.339544188893085
13881,5,400,37418.26,7760.84,8.956974698472386
13883,128,268,5628.32,931.7,6.838083605732818
13884,186,141,1297.13,591.35,6.384097676400768
13885,98,28,506.8,0.0,0.0
13887,113,19,349.55,0.0,0.0
13888,29,184,2169.05,0.0,0.0
13889,2,83,1991.23,0.0,0.0
13890,16,93,1544.68,1382.7,7.232516349675339
13891,287,100,863.5600000000001,0.0,0.0
13892,156,12,689.1999999999999,578.4499999999999,6.3620793777803994
13893,207,21,821.1,0.0,0.0
13894,219,10,160.85,403.77,6.003319004554988
13895,52,113,2352.75,1655.77,7.412625202722845
13896,535,21,388.55,0.0,0.0
13897,347,42,849.56,311.16,5.743515876874802
13898,235,46,686.4,0.0,0.0
13899,184,15,298.5,90.02,4.5110792625884955
13900,92,95,1610.59,0.0,0.0
13901,17,295,5461.42,214.92,5.374907968709749
13902,541,63,34095.26,0.0,0.0
13903,309,10,165.45000000000002,0.0,0.0
13904,204,17,201.12,131.52,4.886733577431695
13905,642,12,312.65,0.0,0.0
13906,318,1,42.0,0.0,0.0
13907,601,4,136.8,0.0,0.0
13908,36,76,1461.61,907.94,6.812279085398287
13909,332,39,286.6,0.0,0.0
13911,53,234,4091.71,143.28,4.9717558560353385
13912,333,7,124.95,0.0,0.0
13913,416,3,42.22,0.0,0.0
13915,303,2,70.80000000000001,0.0,0.0
13916,373,74,1275.81,0.0,0.0
13917,101,5,65.38,206.66,5.3359021268753075
13918,162,8,198.2,1014.64,6.923274234639807
13919,31,65,1189.02,171.66,5.151324342807377
13920,341,86,1774.68,0.0,0.0
13921,311,44,730.7,0.0,0.0
13922,261,30,865.2,0.0,0.0
13925,2,41,678.25,0.0,0.0
13927,346,20,359.27,348.99,5.857904582646717
13928,16,13,225.45,239.12,5.481138798383642
13929,78,57,3494.1,0.0,0.0
13930,46,10,210.0,127.34,4.8546829923223696
13931,5,271,5257.38,0.0,0.0
13932,204,16,307.4,0.0,0.0
13933,18,23,608.7900000000001,0.0,0.0
13934,173,31,922.1,0.0,0.0
13935,506,80,6116.92,0.0,0.0
13936,89,59,939.66,0.0,0.0
13937,78,54,880.13,0.0,0.0
13939,18,99,1382.62,178.34,5.189283445523902
13940,26,27,391.06,448.08,6.107201045590578
13941,81,88,8840.6,2281.7000000000003,7.733114231850587
13942,444,1,320.0,0.0,0.0
13943,487,15,246.54,0.0,0.0
13944,562,35,200.43,0.0,0.0
13945,304,51,854.15,0.0,0.0
13946,111,54,1800.63,75.6,4.338597076746545
13948,270,24,548.76,0.0,0.0
13949,4,38,537.9,1889.42,7.54455430558821
13950,156,7,179.30999999999997,565.75,6.339918289387638
13951,85,39,674.45,0.0,0.0
13952,127,409,12823.521,0.0,0.0
13953,25,17,5729.36,911.32,6.815990805724307
13955,63,87,545.17,0.0,0.0
13956,47,112,680.27,346.15,5.849756963199282
13957,327,27,458.25,0.0,0.0
13958,289,227,4709.2300000000005,0.0,0.0
13959,190,105,815.42,260.76,5.567428053414382
13961,301,19,538.4,0.0,0.0
13962,155,19,310.85,51.95,3.9693480720474157
13963,217,172,3011.87,0.0,0.0
13964,296,24,438.9,0.0,0.0
13965,386,24,996.61,0.0,0.0
13966,344,22,390.86,0.0,0.0
13967,55,6,166.3,0.0,0.0
13968,332,8,123.66,0.0,0.0
13969,16,832,8223.28,5142.59,8.545506558230773
13970,295,13,846.55,0.0,0.0
13971,15,214,3895.21,772.36,6.65074465815635
13972,111,9,145.9,44.35,3.814410176561146
13973,196,11,264.7,0.0,0.0
13974,491,15,264.13,413.59,6.027290080077415
13975,37,628,4330.27,1028.57,6.936896518328274
13976,116,56,1192.36,0.0,0.0
13977,320,13,519.8100000000001,0.0,0.0
13979,302,352,2546.36,869.87,6.769492711981713
13980,348,54,599.78,200.14,5.304001183016334
13981,325,22,331.14,0.0,0.0
13982,72,215,3803.92,641.67,6.465631373210922
13983,96,310,6186.08,922.37,6.828030020916142
13984,35,89,1947.42,101.18,4.626735963902652
13985,16,287,5733.77,4287.09,8.363596691336346
13987,289,46,682.54,0.0,0.0
13988,72,173,2533.34,2224.46,7.70771891480528
13989,148,68,1656.65,369.41,5.914610500247762
13990,122,16,311.3,0.0,0.0
13991,52,7,126.35,729.62,6.593893488746971
13992,289,6,142.7,76.8,4.354141431184346
13993,10,233,5556.76,1218.95,7.1065651532808936
13994,15,21,419.56,1893.58,7.546752457067759
13995,25,198,3380.2200000000003,521.79,6.259179853793602
13996,295,33,895.76,0.0,0.0
13997,428,46,382.31,0.0,0.0
13998,356,31,566.7,0.0,0.0
13999,5,412,8469.42,1032.84,6.9410353042169355
14000,120,49,2046.34,0.0,0.0
14001,142,97,3796.15,733.94,6.59978886322765
14002,43,47,529.73,0.0,0.0
14003,642,16,209.41,0.0,0.0
14004,7,185,4879.07,1379.38,7.230114102564846
14005,43,38,696.56,2178.16,7.686694760426967
14006,25,77,2196.67,0.0,0.0
14007,422,5,79.48,0.0,0.0
14008,341,32,509.04,0.0,0.0
14009,107,74,1099.91,0.0,0.0
14010,474,24,445.15,0.0,0.0
14011,389,32,457.82,0.0,0.0
14012,187,11,328.8,0.0,0.0
14013,19,68,1084.57,0.0,0.0
14014,285,37,1443.03,505.18,6.226892337255411
14016,71,448,11403.41,0.0,0.0
14017,480,14,229.75,0.0,0.0
14018,554,13,367.15,0.0,0.0
14019,7,42,800.53,621.0799999999999,6.43306870183202
14020,385,33,606.21,642.8,6.467388118864708
14021,64,90,1716.58,0.0,0.0
14022,134,47,792.15,0.0,0.0
14023,159,16,273.14,310.93,5.742778803662883
14024,31,34,645.74,0.0,0.0
14025,374,99,4057.9,0.0,0.0
14026,380,50,713.11,0.0,0.0
14028,459,9,10396.5,0.0,0.0
14029,53,6,165.20000000000002,302.46,5.715249806097095
14030,30,787,7559.7,702.59,6.556195800141595
14031,35,705,33339.340000000004,7659.83,8.943875611956033
14032,78,197,3720.05,1130.22,7.031051975325475
14033,464,1,109.44,0.0,0.0
14034,66,25,473.91,177.91,5.186882886101731
14035,16,111,2265.96,590.76,6.383101147279612
14036,194,38,626.65,0.0,0.0
14037,85,114,836.95,0.0,0.0
14038,53,134,2595.92,473.96,6.16323058996242
14039,485,4,115.08,152.2,5.0317442573064906
14040,3,737,11778.96,866.61,6.7657423049351655
14041,175,21,141.41,0.0,0.0
14042,634,21,431.98,0.0,0.0
14043,400,42,304.25,0.0,0.0
14044,12,827,3012.39,110.71,4.715906227582757
14045,18,38,11313.03,0.0,0.0
14046,193,14,154.99,0.0,0.0
14047,109,150,3582.34,672.69,6.512770064454342
14048,214,141,748.69,0.0,0.0
14049,68,869,10842.7,2396.33,7.782110897048565
14050,15,37,485.98,260.38,5.5659752871688895
14051,1,253,16095.45,6338.55,8.754563066994239
14052,300,69,255.45,225.36,5.422126652274323
14053,33,9,572.3,0.0,0.0
14055,15,33,1520.96,0.0,0.0
14056,16,745,5382.51,2832.14,7.949140916188047
14057,10,408,7002.86,1405.98,7.24920084237228
14058,372,24,469.19,0.0,0.0
14059,176,8,183.6,0.0,0.0
14060,17,207,7481.44,2037.64,7.620038197850558
14061,416,19,917.43,0.0,0.0
14062,1,328,23940.02,1664.18,7.417688504679392
14063,347,40,22710.2,0.0,0.0
14064,22,222,3076.36,256.06,5.549309520681986
14065,298,49,891.02,0.0,0.0
14066,176,7,152.55,0.0,0.0
14067,6,25,224.67,150.03,5.01747849257825
14068,229,111,1528.37,0.0,0.0
14069,424,42,230.06,0.0,0.0
14070,594,42,326.55,0.0,0.0
14071,169,29,356.81,1082.01,6.987499480568703
14072,576,19,390.85,0.0,0.0
14074,532,6,219.4,0.0,0.0
14075,170,56,1100.53,634.34,6.454160288670418
14076,38,46,122.47,0.0,0.0
14077,91,48,426.06,189.02,5.247129329778604
14078,11,163,1692.63,0.0,0.0
14079,34,13,618.73,0.0,0.0
14080,322,79,1070.08,45.6,3.8416005411316
14081,211,942,5370.1,0.0,0.0
14082,274,65,413.36,0.0,0.0
14083,35,176,937.75,469.51,6.153817212784694
14084,421,7,150.5,0.0,0.0
14085,50,964,8904.62,1200.35,7.091201203437801
14086,372,1,39.95,0.0,0.0
14087,314,152,651.8,194.42,5.275151088516197
14088,38,388,39052.88,24983.92,10.126027721852026
14090,234,1,76.32000000000001,0.0,0.0
14091,563,13,9530.08,0.0,0.0
14092,9,316,5897.96,1331.49,7.194804651321408
14094,349,47,335.22,0.0,0.0
14095,632,1,2.95,0.0,0.0
14096,0,59,244.68,64920.11,11.080928119449087
14097,390,40,422.86,0.0,0.0
14099,29,475,4971.46,794.25,6.678656530629254
14100,47,26,194.9,0.0,0.0
14101,52,85,8929.53,1032.4,6.940609615853084
14104,64,143,771.5799999999999,0.0,0.0
14105,148,279,5988.83,0.0,0.0
14106,646,1,214.8,0.0,0.0
14107,5,228,4636.01,241.29,5.490135355819337
14108,11,34,738.38,306.58,5.728735216011778
14110,28,346,10564.42,2423.53,7.79339297015415
14111,5,5,295.5,397.35,5.987331015826375
14112,40,276,4820.26,1014.33,6.922968961787518
14113,264,90,5685.6900000000005,1406.92,7.249868716921956
14114,183,74,1364.09,0.0,0.0
14115,411,22,622.6700000000001,0.0,0.0
14116,2,33,628.87,753.87,6.626545548992948
14117,53,3,90.0,0.0,0.0
14118,338,15,458.45,0.0,0.0
14119,285,11,183.37,0.0,0.0
14122,315,13,362.42,0.0,0.0
14123,642,24,436.18,0.0,0.0
14126,353,28,466.33,706.1300000000001,6.56121452452395
14127,32,117,1900.08,0.0,0.0
14128,165,41,592.25,331.96,5.808022362645325
14129,5,91,2193.71,397.63,5.988033668368522
14130,228,224,1882.67,0.0,0.0
14131,558,52,187.87,0.0,0.0
14132,23,87,1552.46,2033.57,7.6180397733379355
14133,39,36,911.14,0.0,0.0
14134,292,180,11123.35,0.0,0.0
14135,14,228,8143.93,1499.99,7.313880169386086
14136,310,106,1570.81,0.0,0.0
14137,605,11,332.7,0.0,0.0
14139,399,43,670.98,415.82,6.032654473932845
14141,14,16,285.16,629.97,6.447258317829365
14142,282,66,983.15,0.0,0.0
14143,43,7,115.8,0.0,0.0
14144,395,1,30.6,0.0,0.0
14145,66,22,6709.05,891.0,6.79346613258001
14146,164,311,7163.03,2287.27,7.735551352530418
14147,195,27,2289.6,300.6,5.709101636133801
14148,143,17,466.29,0.0,0.0
14149,130,28,446.62,0.0,0.0
14150,269,12,306.18,352.46000000000004,5.8677703247616515
14151,582,44,679.45,0.0,0.0
14152,143,113,1690.56,306.78000000000003,5.729385242035706
14153,392,17,233.4,0.0,0.0
14154,148,292,6460.7,0.0,0.0
14155,175,6,118.75,0.0,0.0
14156,2,3850,295425.08,18521.29,9.826730150664117
14157,194,80,847.07,155.71,5.054396963535125
14159,5,1400,6004.89,1933.12,7.5674077216581725
14160,519,107,8421.47,0.0,0.0
14161,125,310,3318.88,0.0,0.0
14162,83,25,289.36,0.0,0.0
14163,61,48,1808.1,786.52,6.668888767202691
14165,185,25,122.54,0.0,0.0
14166,414,53,256.85,0.0,0.0
14167,74,110,1123.75,172.74,5.157559928831774
14168,330,15,370.45,0.0,0.0
14169,340,67,624.4300000000001,0.0,0.0
14170,284,165,597.33,0.0,0.0
14171,7,64,498.79,0.0,0.0
14172,514,54,402.72,0.0,0.0
14173,128,15,249.2,336.8,5.8224540043737
14175,80,241,5662.57,2016.31,7.609520219748923
14176,206,46,916.01,0.0,0.0
14177,5,207,1979.34,250.0,5.5254529391317835
14178,7,104,493.36,1127.57,7.0287066235762135
14180,0,279,5829.65,489.6,6.195629131824389
14181,320,54,310.55,0.0,0.0
14182,353,50,678.77,0.0,0.0
14183,320,35,286.29,0.0,0.0
14185,240,3,197.65,0.0,0.0
14186,336,104,1550.63,0.0,0.0
14187,383,8,123.5,0.0,0.0
14188,18,43,1383.46,670.9,6.510109519926104
14189,5,235,4428.2300000000005,1386.16,7.235013770547102
14190,575,1,79.9,0.0,0.0
14191,17,119,2391.16,2426.5,7.79461720016548
14192,297,14,293.74,0.0,0.0
14193,179,45,779.34,430.85,6.068078305726295
14194,15,690,12987.52,5683.07,8.645422804412094
14195,111,16,2615.6,0.0,0.0
14196,16,6,335.52,0.0,0.0
14197,320,20,390.05,0.0,0.0
14198,54,73,1225.28,344.45,5.844847914934804
14199,127,18,1091.7,0.0,0.0
14200,526,21,379.2,0.0,0.0
14201,58,42,967.34,226.2,5.4258306868469965
14202,290,29,847.76,0.0,0.0
14203,306,16,339.34,0.0,0.0
14204,331,188,901.93,161.03,5.087781503272909
14205,173,113,2170.4,243.8,5.500441550638171
14206,148,71,1185.01,0.0,0.0
14207,597,2,157.8,0.0,0.0
14208,4,35,567.05,0.0,0.0
14209,30,225,4796.17,197.1,5.288771953704505
14210,15,329,5861.52,0.0,0.0
14211,6,189,3291.12,1111.17,7.014068340823765
14212,355,12,1119.66,1070.48,6.976796149317125
14213,314,5,1192.2,0.0,0.0
14214,65,59,899.16,105.22,4.665512414994253
14215,96,146,2724.88,691.45,6.540236033288727
14216,323,18,310.74,1839.3,7.517683880791149
14217,9,144,2623.41,793.48,6.677687812595103
14219,319,36,543.89,89.94,4.510199948396864
14220,156,38,1515.0,0.0,0.0
14221,22,291,5701.7,815.79,6.705382023876393
14222,86,41,683.17,0.0,0.0
14223,1,60,991.13,0.0,0.0
14224,19,238,1897.9,0.0,0.0
14225,344,87,2037.02,0.0,0.0
14226,119,73,2479.74,522.7900000000001,6.261090840635167
14227,105,336,5417.27,951.44,6.859027112890785
14228,347,38,745.5,0.0,0.0
14229,201,58,1808.97,785.0699999999999,6.667045846987905
14230,345,33,979.8,0.0,0.0
14231,93,69,1235.62,0.0,0.0
14232,24,91,1573.33,474.74,6.164871486512363
14233,121,58,2400.65,503.62,6.223805670776234
14235,67,141,4375.99,342.0,5.8377304471659395
14236,281,38,1443.08,301.56,5.712279604910147
14237,282,35,632.14,0.0,0.0
14238,235,13,434.23,0.0,0.0
14239,4,189,3763.21,499.96,6.216526257578096
14240,135,29,584.0,663.49,6.49901982913111
14241,93,12,333.70000000000005,0.0,0.0
14242,144,16,280.55,0.0,0.0
14243,4,357,7148.2300000000005,282.82,5.648340234406391
14244,570,16,366.42,0.0,0.0
14245,129,108,1693.45,0.0,0.0
14246,20,75,1474.06,0.0,0.0
14247,187,117,772.66,0.0,0.0
14248,227,47,1032.95,0.0,0.0
14249,320,291,5625.461,0.0,0.0
14252,290,10,350.99,0.0,0.0
14253,402,12,363.4,0.0,0.0
14254,342,23,601.03,0.0,0.0
14255,455,1,1000.63,0.0,0.0
14256,169,134,2473.99,0.0,0.0
14257,32,234,5580.57,373.88,5.926605974759486
14258,61,276,28767.68,3283.66,8.097018424801103
14259,51,5,120.0,0.0,0.0
14260,380,51,824.28,0.0,0.0
14262,16,51,855.0,1763.23,7.475469613554816
14263,332,16,322.93,0.0,0.0
14264,64,79,1517.36,0.0,0.0
14265,18,79,1373.35,0.0,0.0
14266,337,1,40.56,0.0,0.0
14267,72,55,1516.24,0.0,0.0
14268,380,19,354.85,0.0,0.0
14269,348,16,295.73,0.0,0.0
14270,241,29,492.65,0.0,0.0
14271,135,39,219.13,0.0,0.0
14272,163,39,614.94,305.87,5.726424205137025
14273,45,23,450.05,109.92,4.708809220747577
14274,595,15,256.6,0.0,0.0
14275,305,23,1189.38,0.0,0.0
14276,8,121,2102.68,0.0,0.0
14277,121,232,14647.04,2578.77,7.8554555266549855
14278,319,13,205.83,0.0,0.0
14279,430,3,191.86,0.0,0.0
14280,106,8,134.04,0.0,0.0
14281,317,7,245.15,0.0,0.0
14282,19,192,6615.76,1233.9,7.118745274123777
14283,372,41,628.4399999999999,0.0,0.0
14284,563,35,704.4,595.25,6.390660042202551
14285,86,35,1380.31,1904.11,7.552295028675903
14286,152,360,5901.09,2578.67,7.855416762758124
14287,108,4,83.28,93.35,4.547011271814559
14288,122,16,426.6,0.0,0.0
14289,44,42,832.78,78.48,4.375505417683616
14290,271,73,2979.4700000000003,1537.09,7.3382966659087705
14291,30,396,6376.39,1527.71,7.332179521491447
14292,55,155,6944.53,2281.7200000000003,7.733122993366504
14293,56,113,2960.78,307.15000000000003,5.730586677408252
14294,316,23,375.34,0.0,0.0
14295,348,67,2196.71,166.20000000000002,5.119190700650601
14296,330,27,456.4,0.0,0.0
14297,184,11,232.6,1072.73,6.978893846815331
14298,8,2518,80849.7,10344.79,9.244334952657866
14299,17,273,12971.01,1528.48,7.332683087336782
14301,26,53,1992.18,0.0,0.0
14302,340,28,742.9000000000001,0.0,0.0
14303,316,22,277.94,0.0,0.0
14304,132,88,1725.01,0.0,0.0
14305,23,63,1048.45,810.51,6.698896709737624
14306,288,13,1058.0800000000002,2093.32,7.646984197329087
14307,44,274,4383.2,687.83,6.534994506172041
14308,458,2,1147.02,0.0,0.0
14309,3,155,3061.98,718.83,6.579015073020373
14310,342,22,492.1,0.0,0.0
14311,152,31,516.45,0.0,0.0
14312,0,151,2525.89,564.4,6.33753344525949
14314,16,10,229.8,0.0,0.0
14315,38,100,2266.84,930.98,6.837311355227871
14316,331,31,1370.34,0.0,0.0
14318,369,9,158.02,0.0,0.0
14319,333,26,494.85,0.0,0.0
14320,116,81,1346.75,0.0,0.0
14321,26,134,1587.96,630.1,6.447464328590194
14322,338,13,474.1,0.0,0.0
14323,24,36,605.0600000000001,0.0,0.0
14324,319,41,701.61,0.0,0.0
14325,479,18,245.48,0.0,0.0
14326,151,57,940.98,0.0,0.0
14327,72,106,1894.93,0.0,0.0
14328,347,1,445.05,0.0,0.0
14329,18,487,8397.41,1529.81,7.333552286062219
14330,533,13,200.63,0.0,0.0
14331,33,28,462.66,0.0,0.0
14332,57,39,1196.24,747.27,6.617763875410008
14334,3,244,4094.98,223.5,5.413875707182309
14335,5,42,359.25,109.01,4.700571270751344
14336,107,59,1114.39,500.52,6.217643486965713
14338,70,50,928.1,0.0,0.0
14339,152,23,620.27,0.0,0.0
14340,128,6,134.7,0.0,0.0
14341,39,203,3424.56,1042.76,6.950584856957493
14342,46,23,669.62,248.82,5.520740658537763
14343,330,238,1088.91,0.0,0.0
14344,36,243,3333.7000000000003,0.0,0.0
14346,30,146,2315.75,0.0,0.0
14347,646,6,82.6,0.0,0.0
14348,169,18,409.57,0.0,0.0
14350,183,59,972.03,0.0,0.0
14351,74,1,51.0,0.0,0.0
14352,66,47,1078.96,0.0,0.0
14353,124,25,376.5,0.0,0.0
14355,275,71,1014.45,0.0,0.0
14358,298,25,400.06,0.0,0.0
14360,4,72,1134.69,993.54,6.902280318701867
14361,488,14,214.71,0.0,0.0
14363,311,8,227.47000000000003,0.0,0.0
14364,18,69,3717.35,0.0,0.0
14365,304,51,634.68,0.0,0.0
14366,434,1,136.0,0.0,0.0
14367,47,337,5448.45,3813.07,8.246452139426657
14368,229,8,155.0,0.0,0.0
14369,551,26,469.13,0.0,0.0
14370,360,44,1175.78,0.0,0.0
14371,204,4,100.5,0.0,0.0
14372,352,38,860.08,0.0,0.0
14373,267,4,76.55,0.0,0.0
14374,450,7,108.0,0.0,0.0
14375,94,216,1132.99,0.0,0.0
14376,592,18,215.46,0.0,0.0
14377,100,11,617.05,0.0,0.0
14378,531,9,131.25,0.0,0.0
14379,204,100,1031.79,237.12,5.47277474828519
14380,591,1,48.96,0.0,0.0
14381,360,58,428.66,202.68,5.316550134809097
14382,299,171,620.73,626.0699999999999,6.441058177144555
14383,73,15,242.09,1005.6,6.91433359434226
14384,410,3,58.5,0.0,0.0
14386,206,7,142.4,0.0,0.0
14387,18,40,440.76,1329.8,7.193535544144321
14388,0,361,5765.93,935.07,6.841690260006021
14389,100,61,1165.69,732.32,6.597582168694824
14390,53,348,3339.67,3060.16,8.026549208079194
14391,486,14,135.6,0.0,0.0
14392,341,14,266.4,0.0,0.0
14393,127,5,67.95,0.0,0.0
14394,474,6,93.8,0.0,0.0
14395,87,653,6666.52,1541.49,7.341153272776356
14396,280,252,1744.29,377.64,5.936585885597992
14397,3,42,1036.12,1576.84,7.363812102095248
14398,310,53,707.79,0.0,0.0
14399,303,193,2113.16,0.0,0.0
14400,58,73,1732.47,0.0,0.0
14401,5,218,5823.8,972.1,6.880486851827944
14402,561,8,285.6,0.0,0.0
14403,39,25,1880.51,0.0,0.0
14404,18,198,2772.31,126.79999999999998,4.850466541943434
14405,296,2,195.0,0.0,0.0
14406,28,8,156.75,0.0,0.0
14407,16,73,2157.73,0.0,0.0
14408,4,121,3801.55,308.22,5.734052997674449
14409,32,98,3640.37,115.72,4.7597779042145305
14410,1,393,2651.14,0.0,0.0
14411,220,14,1063.0,0.0,0.0
14412,334,41,656.16,770.03,6.647727283312172
14413,271,99,770.37,0.0,0.0
14414,1,118,2399.33,0.0,0.0
14415,7,1052,9993.0,2098.6,7.649502129378145
14417,297,137,604.2,0.0,0.0
14418,17,19,150.44,1786.81,7.48874668610494
14419,162,81,510.41,750.5,6.622071209193029
14420,8,93,1639.17,0.0,0.0
14421,121,84,2111.44,357.93,5.8831273834035995
14422,79,391,7040.03,3231.49,8.081008017060407
14423,127,15,916.61,0.0,0.0
14425,344,39,661.39,0.0,0.0
14426,50,554,10131.85,1596.09,7.375938502293967
14427,404,27,900.1800000000001,363.34,5.898087497602683
14428,149,28,330.62,914.21,6.8191535471392655
14429,313,22,516.28,0.0,0.0
14430,421,35,1220.9,0.0,0.0
14431,212,81,2614.2,0.0,0.0
14433,375,77,289.6,0.0,0.0
14435,411,3,90.42,0.0,0.0
14436,8,11,271.70000000000005,0.0,0.0
14437,275,48,958.84,0.0,0.0
14438,215,9,131.9,0.0,0.0
14439,229,129,9443.04,0.0,0.0
14440,226,117,5466.76,1171.97,7.067294272878848
14441,4,126,3596.2000000000003,1015.49,6.924110795341703
14442,114,183,5367.02,0.0,0.0
14443,48,125,1957.79,428.68,6.0630407455972035
14444,365,13,132.04,0.0,0.0
14445,365,32,221.65,0.0,0.0
14446,156,129,504.77,736.54,6.603320324031322
14447,105,75,1149.53,562.2,6.3336348048438325
14448,273,18,102.35,273.0,5.6131281063880705
14449,156,395,1977.0,505.8,6.228116448446984
14450,90,76,1128.44,0.0,0.0
14451,104,465,3006.18,302.59,5.715678106902588
14452,3,100,528.52,137.07,4.927760802928061
14453,99,22,119.93,0.0,0.0
14454,285,110,977.3,0.0,0.0
14455,341,79,628.21,0.0,0.0
14456,40,241,636.65,2425.75,7.794308192592336
14457,220,4,113.64,0.0,0.0
14458,290,49,237.42,0.0,0.0
14459,64,113,5375.741,0.0,0.0
14460,19,42,1093.5,0.0,0.0
14461,57,648,6713.5,0.0,0.0
14462,30,238,1800.09,469.92,6.154688228209996
14463,7,8,786.5699999999999,0.0,0.0
14464,477,4,111.0,0.0,0.0
14465,156,200,3946.03,0.0,0.0
14466,25,192,3954.95,691.95,6.540957846514812
14467,222,233,1753.93,467.06,6.148596492828276
14468,643,12,204.24,0.0,0.0
14469,325,147,2112.21,0.0,0.0
14470,197,52,548.49,163.55,5.103214475389349
14471,500,41,400.95,0.0,0.0
14472,13,333,2228.22,0.0,0.0
14473,191,1,85.0,149.34000000000003,5.012899395749323
14474,489,103,730.42,547.66,6.3074789418267985
14475,95,34,847.47,303.68,5.719262045504587
14476,166,19,215.7,0.0,0.0
14477,93,7,1183.0,786.6,6.6689903467649705
14478,291,68,1276.66,0.0,0.0
14479,163,149,1299.11,0.0,0.0
14480,312,52,1020.47,279.05,5.634968158655841
14481,74,152,2311.49,0.0,0.0
14482,8,130,2755.71,1602.2,7.379756910890546
14483,191,13,257.1,0.0,0.0
14484,310,39,749.0600000000001,321.92,5.777404614526815
14486,421,6,175.5,0.0,0.0
14487,277,59,382.38,1071.23,6.977495870856513
14489,116,100,1574.93,0.0,0.0
14490,315,80,1273.47,0.0,0.0
14491,84,21,468.13,0.0,0.0
14492,339,92,1921.91,0.0,0.0
14493,64,273,3358.13,1772.02,7.480439586326434
14494,310,10,261.9,139.56,4.945634443878841
14495,30,3,91.6,83.2,4.4331949212482815
14496,221,111,2668.23,0.0,0.0
14497,218,40,697.0600000000001,0.0,0.0
14498,25,297,3235.74,675.53,6.516976792525597
14499,43,213,1694.61,444.36,6.098882943875252
14500,21,6,335.85,21.0,3.091042453358316
14501,93,10,251.21,0.0,0.0
14502,58,285,1176.01,1294.66,7.1667754968145605
14503,88,40,597.07,2946.19,7.9886074530041995
14504,152,96,542.71,130.55,4.879387007486302
14505,18,1333,10351.84,1650.0,7.409136443920128
14506,71,260,2110.16,1180.51,7.074548560408326
14507,10,252,2825.94,458.49,6.130117178773292
14508,285,131,598.52,276.42,5.625532603335144
14509,443,25,110.95,0.0,0.0
14510,285,78,1007.28,0.0,0.0
14511,1,16,329.89,984.92,6.893575215408303
14512,97,80,1223.47,0.0,0.0
14513,10,19,788.01,0.0,0.0
14514,110,306,3946.74,652.24,6.4819445962085425
14515,100,105,2412.82,1336.44,7.198512617950846
14516,425,37,163.92,0.0,0.0
14517,51,14,252.45,78.0,4.3694478524670215
14519,593,39,206.09,0.0,0.0
14520,200,1,165.0,105.6,4.669083511731744
14521,400,17,199.45,0.0,0.0
14522,1,44,1544.78,213.84,5.369893565037259
14523,17,12,241.09,0.0,0.0
14524,88,267,2118.75,814.96,6.7043653341547635
14525,9,451,6834.58,1406.06,7.249257700128403
14526,298,42,262.4,0.0,0.0
14527,8,2368,24564.9,3227.4,8.079741937450217
14529,19,50,135.24,484.8,6.185797016568072
14530,2,458,5817.61,379.79,5.942248042068195
14531,389,29,376.34,0.0,0.0
14532,145,318,3859.18,0.0,0.0
14533,22,51,2251.63,1214.74,7.103108223874784
14534,5,604,4859.75,1411.36,7.253017343064127
14535,36,707,4820.45,1210.28,7.099432930700116
14536,169,19,171.8,0.0,0.0
14537,532,13,285.84000000000003,355.56,5.876502528638301
14538,165,36,1089.09,281.75,5.64456311499623
14540,218,208,2994.98,800.36,6.6863102843035085
14541,78,178,2353.68,146.0,4.990432586778736
14542,95,5,103.25,0.0,0.0
14543,18,208,14541.54,365.23,5.903261551331701
14544,271,135,2079.9,902.53,6.806309313686902
14545,583,23,349.25,0.0,0.0
14546,111,538,3494.69,1703.21,7.440856939232526
14548,60,113,2627.49,0.0,0.0
14549,220,144,916.55,0.0,0.0
14550,297,50,587.69,765.62,6.6419912418312865
14551,113,77,819.24,60.8,4.123903364463645
14552,61,157,511.28,0.0,0.0
14553,128,226,1294.59,546.95,6.306184041909401
14555,211,114,2189.43,126.2,4.845760650906022
14556,505,203,835.34,0.0,0.0
14558,563,15,655.5,0.0,0.0
14559,299,2,75.6,0.0,0.0
14560,4,172,5441.46,672.57,6.512591925119222
14561,71,36,566.99,513.77,6.243720198965639
14562,1,386,3994.51,2734.89,7.9142120732558485
14563,419,115,679.44,0.0,0.0
14564,344,107,2605.62,0.0,0.0
14565,5,160,3859.22,0.0,0.0
14566,20,16,4092.0,0.0,0.0
14567,39,13,800.76,729.6,6.593866114361182
14568,344,47,919.7,0.0,0.0
14569,362,23,371.59,227.39,5.431054693986231
14570,190,68,613.75,0.0,0.0
14571,334,31,161.65,0.0,0.0
14572,19,470,4871.78,743.4,6.612578524768096
14573,89,398,2621.42,0.0,0.0
14574,642,11,143.70000000000002,0.0,0.0
14575,397,74,460.71,0.0,0.0
14576,281,2,70.80000000000001,0.0,0.0
14577,73,152,1161.18,213.07,5.366303064339131
14579,341,25,105.56,0.0,0.0
14580,427,1,14.85,0.0,0.0
14581,453,48,295.2,138.6,4.938781190328272
