Customer ID,Recency,Frequency,Monetary,Segment,SegmentName
13698,596,2,465.53,0,At-Risk Customers
13699,154,2,764.15,1,VIP Loyalists
13700,25,13,2613.46,1,VIP Loyalists
13701,446,1,161.0,0,At-Risk Customers
13702,445,1,135.18,0,At-Risk Customers
13703,317,2,425.56,0,At-Risk Customers
13704,4,9,2308.06,1,VIP Loyalists
13705,7,7,2035.33,1,VIP Loyalists
13706,302,2,631.17,0,At-Risk Customers
13707,266,5,3365.86,1,VIP Loyalists
13708,270,1,296.88,0,At-Risk Customers
13709,3,18,7591.75,1,VIP Loyalists
13710,31,3,509.52,1,VIP Loyalists
13711,218,9,1792.26,1,VIP Loyalists
13712,246,2,766.42,1,VIP Loyalists
13713,407,3,743.26,0,At-Risk Customers
13714,464,1,161.35,0,At-Risk Customers
13715,280,17,8483.29,1,VIP Loyalists
13716,268,1,138.28,0,At-Risk Customers
13717,31,8,1763.3,1,VIP Loyalists
13718,245,2,306.55,1,VIP Loyalists
13719,14,11,2815.25,1,VIP Loyalists
13720,116,4,799.9,1,VIP Loyalists
13721,35,2,741.54,1,VIP Loyalists
13722,131,10,5635.41,1,VIP Loyalists
13723,216,6,1209.2,1,VIP Loyalists
13724,636,1,213.01,0,At-Risk Customers
13725,49,8,1980.56,1,VIP Loyalists
13726,38,2,1079.66,1,VIP Loyalists
13727,28,8,1080.05,1,VIP Loyalists
13728,36,16,2855.17,1,VIP Loyalists
13729,435,3,724.73,0,At-Risk Customers
13730,135,2,752.6,1,VIP Loyalists
13731,218,2,610.59,1,VIP Loyalists
13732,27,1,491.86,1,VIP Loyalists
13733,410,2,487.03,0,At-Risk Customers
13734,508,4,6701.640000000001,0,At-Risk Customers
13735,24,13,9813.22,1,VIP Loyalists
13736,4,7,2766.21,1,VIP Loyalists
13737,199,1,339.6,1,VIP Loyalists
13738,395,1,440.93,0,At-Risk Customers
13739,17,2,292.2,1,VIP Loyalists
13740,240,5,1597.77,1,VIP Loyalists
13741,71,3,668.4300000000001,1,VIP Loyalists
13742,16,12,3131.02,1,VIP Loyalists
13743,2,7,1341.6,1,VIP Loyalists
13744,94,2,1156.36,1,VIP Loyalists
13745,161,2,777.36,1,VIP Loyalists
13746,413,1,176.69,0,At-Risk Customers
13747,373,2,249.4,0,At-Risk Customers
13748,95,9,2268.35,1,VIP Loyalists
13750,53,11,3602.1800000000003,1,VIP Loyalists
13751,287,1,296.25,0,At-Risk Customers
13752,123,7,1590.73,1,VIP Loyalists
13753,287,4,2094.57,0,At-Risk Customers
13754,151,3,447.05,1,VIP Loyalists
13755,3,9,2161.35,1,VIP Loyalists
13756,1,23,9207.5,1,VIP Loyalists
13757,674,1,195.55,0,At-Risk Customers
13758,11,15,9416.98,1,VIP Loyalists
13759,32,2,659.4100000000001,1,VIP Loyalists
13760,53,5,1363.64,1,VIP Loyalists
13761,49,6,1952.17,1,VIP Loyalists
13762,218,5,2472.48,1,VIP Loyalists
13763,62,3,5217.4400000000005,1,VIP Loyalists
13764,70,6,2953.26,1,VIP Loyalists
13765,652,1,352.821,0,At-Risk Customers
13766,494,1,190.35,0,At-Risk Customers
13767,1,73,35540.53,2,Regular Customers
13768,726,2,875.97,0,At-Risk Customers
13769,1,20,5800.42,1,VIP Loyalists
13770,421,4,785.37,0,At-Risk Customers
13771,63,9,5728.82,1,VIP Loyalists
13772,33,8,3114.22,1,VIP Loyalists
13773,396,2,301.54,0,At-Risk Customers
13774,81,1,345.0,1,VIP Loyalists
13775,590,1,1049.66,0,At-Risk Customers
13776,427,2,623.98,0,At-Risk Customers
13777,0,61,56478.42,2,Regular Customers
13778,102,4,1124.49,1,VIP Loyalists
13779,515,1,161.13,0,At-Risk Customers
13780,6,3,735.82,1,VIP Loyalists
13781,250,3,778.83,1,VIP Loyalists
13782,12,13,1793.72,1,VIP Loyalists
13783,487,4,1542.09,0,At-Risk Customers
13784,9,14,2910.23,1,VIP Loyalists
13785,428,4,542.49,0,At-Risk Customers
13786,366,6,3358.94,0,At-Risk Customers
13787,75,6,1222.5,1,VIP Loyalists
13788,504,1,3.75,0,At-Risk Customers
13789,387,1,239.46,0,At-Risk Customers
13790,3,1,348.8,1,VIP Loyalists
13791,127,2,1516.0,1,VIP Loyalists
13792,65,3,383.95,1,VIP Loyalists
13793,646,1,96.0,0,At-Risk Customers
13794,546,1,126.03,0,At-Risk Customers
13795,387,4,836.3,0,At-Risk Customers
13796,498,1,289.7,0,At-Risk Customers
13797,436,3,1179.45,0,At-Risk Customers
13798,0,110,75836.87,2,Regular Customers
13799,116,9,2803.57,1,VIP Loyalists
13800,309,3,1679.56,0,At-Risk Customers
13801,66,1,324.8,1,VIP Loyalists
13802,138,19,26259.11,1,VIP Loyalists
13803,254,3,1338.91,1,VIP Loyalists
13804,30,9,3208.52,1,VIP Loyalists
13805,51,2,924.6,1,VIP Loyalists
13806,63,1,256.38,1,VIP Loyalists
13807,366,3,534.8,0,At-Risk Customers
13808,5,5,1747.66,1,VIP Loyalists
13809,304,3,679.7,0,At-Risk Customers
13810,28,3,1499.01,1,VIP Loyalists
13811,183,3,814.5,1,VIP Loyalists
13812,41,3,539.0,1,VIP Loyalists
13813,39,8,2765.47,1,VIP Loyalists
13814,91,3,2257.32,1,VIP Loyalists
13815,21,8,7475.74,1,VIP Loyalists
13816,23,2,571.6700000000001,1,VIP Loyalists
13817,28,2,382.98,1,VIP Loyalists
13818,429,1,61.28,0,At-Risk Customers
13819,301,6,2642.35,0,At-Risk Customers
13820,417,3,660.65,0,At-Risk Customers
13821,144,6,1410.73,1,VIP Loyalists
13822,5,2,632.0,1,VIP Loyalists
13823,18,7,3403.4500000000003,1,VIP Loyalists
13824,32,12,3314.76,1,VIP Loyalists
13825,621,2,255.59,0,At-Risk Customers
13826,175,1,189.5,1,VIP Loyalists
13827,57,3,412.05,1,VIP Loyalists
13828,21,1,209.49,1,VIP Loyalists
13829,420,1,102.0,0,At-Risk Customers
13830,581,1,156.85000000000002,0,At-Risk Customers
13831,15,18,7023.58,1,VIP Loyalists
13832,18,2,613.6899999999999,1,VIP Loyalists
13833,158,2,701.36,1,VIP Loyalists
13834,576,2,324.19,0,At-Risk Customers
13835,24,7,1095.27,1,VIP Loyalists
13836,398,2,620.37,0,At-Risk Customers
13837,211,2,271.24,1,VIP Loyalists
13838,5,10,1966.09,1,VIP Loyalists
13839,485,1,139.95000000000002,0,At-Risk Customers
13840,415,1,651.4,0,At-Risk Customers
13841,252,1,85.0,0,At-Risk Customers
13842,58,18,5629.91,1,VIP Loyalists
13843,380,1,319.75,0,At-Risk Customers
13844,10,1,361.62,1,VIP Loyalists
13845,64,1,312.98,1,VIP Loyalists
13846,24,4,1307.79,1,VIP Loyalists
13847,719,1,310.72,0,At-Risk Customers
13848,91,8,3335.0,1,VIP Loyalists
13849,51,5,3469.3,1,VIP Loyalists
13850,128,1,1595.48,1,VIP Loyalists
13851,95,8,4606.46,1,VIP Loyalists
13852,610,1,187.35,0,At-Risk Customers
13853,56,1,1090.14,1,VIP Loyalists
13854,8,39,12253.96,1,VIP Loyalists
13855,500,4,1310.34,0,At-Risk Customers
13856,168,11,1142.03,1,VIP Loyalists
13857,392,6,1001.01,0,At-Risk Customers
13858,56,1,216.17,1,VIP Loyalists
13859,325,2,515.86,0,At-Risk Customers
13860,0,5,1245.9,1,VIP Loyalists
13861,428,2,273.26,0,At-Risk Customers
13862,17,9,2556.09,1,VIP Loyalists
13863,247,4,1239.55,1,VIP Loyalists
13864,386,1,662.4000000000001,0,At-Risk Customers
13865,57,4,501.56,1,VIP Loyalists
13866,73,1,145.67000000000002,1,VIP Loyalists
13867,30,3,1015.29,1,VIP Loyalists
13868,6,2,3192.54,1,VIP Loyalists
13869,122,10,8111.57,1,VIP Loyalists
13870,1,15,5712.08,1,VIP Loyalists
13871,22,17,7885.85,1,VIP Loyalists
13872,526,3,919.57,0,At-Risk Customers
13873,119,8,1038.92,1,VIP Loyalists
13874,357,7,2049.15,0,At-Risk Customers
13875,53,14,4814.37,1,VIP Loyalists
13876,63,1,122.7,1,VIP Loyalists
13877,85,3,449.68,1,VIP Loyalists
13878,54,4,2473.06,1,VIP Loyalists
13879,645,1,395.5,0,At-Risk Customers
13880,20,17,4391.66,1,VIP Loyalists
13881,3,43,45179.1,1,VIP Loyalists
13882,2,5,1191.13,1,VIP Loyalists
13883,10,15,6560.02,1,VIP Loyalists
13884,6,10,1888.48,1,VIP Loyalists
13885,188,2,506.8,1,VIP Loyalists
13886,70,1,243.56,1,VIP Loyalists
13887,203,1,349.55,1,VIP Loyalists
13888,119,7,2169.05,1,VIP Loyalists
13889,92,6,1991.23,1,VIP Loyalists
13890,0,14,2927.38,1,VIP Loyalists
13891,377,3,863.5600000000001,0,At-Risk Customers
13892,26,6,1267.65,1,VIP Loyalists
13893,297,1,821.1,0,At-Risk Customers
13894,23,3,564.62,1,VIP Loyalists
13895,27,6,4008.52,1,VIP Loyalists
13896,625,1,388.55,0,At-Risk Customers
13897,49,3,1160.72,1,VIP Loyalists
13898,325,2,686.4,0,At-Risk Customers
13899,15,2,388.52,1,VIP Loyalists
13900,182,6,1610.59,1,VIP Loyalists
13901,71,15,5676.34,1,VIP Loyalists
13902,631,5,34095.26,0,At-Risk Customers
13903,399,1,165.45000000000002,0,At-Risk Customers
13904,36,2,332.64,1,VIP Loyalists
13905,732,1,312.65,0,At-Risk Customers
13906,408,1,42.0,0,At-Risk Customers
13907,691,1,136.8,0,At-Risk Customers
13908,79,4,2369.55,1,VIP Loyalists
13909,422,2,286.6,0,At-Risk Customers
13911,56,20,4234.99,1,VIP Loyalists
13912,423,1,124.95,0,At-Risk Customers
13913,506,1,42.22,0,At-Risk Customers
13914,11,2,626.45,1,VIP Loyalists
13915,393,1,70.80000000000001,0,At-Risk Customers
13916,463,4,1275.81,0,At-Risk Customers
13917,49,2,272.04,1,VIP Loyalists
13918,49,2,1212.84,1,VIP Loyalists
13919,58,4,1360.68,1,VIP Loyalists
13920,431,4,1774.68,0,At-Risk Customers
13921,401,4,730.7,0,At-Risk Customers
13922,351,3,865.2,0,At-Risk Customers
13923,53,1,351.13,1,VIP Loyalists
13924,1,6,1838.85,1,VIP Loyalists
13925,92,4,678.25,1,VIP Loyalists
13926,22,1,223.85,1,VIP Loyalists
13927,74,2,708.26,1,VIP Loyalists
13928,10,4,464.57,1,VIP Loyalists
13929,168,11,3494.1,1,VIP Loyalists
13930,57,2,337.34,1,VIP Loyalists
13931,95,11,5257.38,1,VIP Loyalists
13932,294,1,307.4,0,At-Risk Customers
13933,108,2,608.7900000000001,1,VIP Loyalists
13934,263,1,922.1,0,At-Risk Customers
13935,596,3,6116.92,0,At-Risk Customers
13936,179,3,939.66,1,VIP Loyalists
13937,168,2,880.13,1,VIP Loyalists
13938,34,1,71.66,1,VIP Loyalists
13939,22,7,1560.96,1,VIP Loyalists
13940,16,4,839.14,1,VIP Loyalists
13941,21,15,11122.3,1,VIP Loyalists
13942,534,1,320.0,0,At-Risk Customers
13943,577,1,246.54,0,At-Risk Customers
13944,652,1,200.43,0,At-Risk Customers
13945,394,2,854.15,0,At-Risk Customers
13946,78,6,1876.23,1,VIP Loyalists
13947,64,1,90.6,1,VIP Loyalists
13948,360,4,548.76,0,At-Risk Customers
13949,2,6,2427.32,1,VIP Loyalists
13950,10,4,745.06,1,VIP Loyalists
13951,175,3,674.45,1,VIP Loyalists
13952,217,14,12823.521,1,VIP Loyalists
13953,6,12,6640.68,1,VIP Loyalists
13954,1,2,439.92,1,VIP Loyalists
13955,153,3,545.17,1,VIP Loyalists
13956,4,5,1026.42,1,VIP Loyalists
13957,417,3,458.25,0,At-Risk Customers
13958,379,8,4709.2300000000005,0,At-Risk Customers
13959,78,6,1076.18,1,VIP Loyalists
13960,20,2,230.22,1,VIP Loyalists
13961,391,1,538.4,0,At-Risk Customers
13962,21,3,362.8,1,VIP Loyalists
13963,307,17,3011.87,0,At-Risk Customers
13964,386,2,438.9,0,At-Risk Customers
13965,476,3,996.61,0,At-Risk Customers
13966,434,1,390.86,0,At-Risk Customers
13967,145,2,166.3,1,VIP Loyalists
13968,422,1,123.66,0,At-Risk Customers
13969,6,35,13365.87,1,VIP Loyalists
13970,385,2,846.55,0,At-Risk Customers
13971,18,14,4667.57,1,VIP Loyalists
13972,70,2,190.25,1,VIP Loyalists
13973,286,1,264.7,0,At-Risk Customers
13974,48,2,677.72,1,VIP Loyalists
13975,30,12,5358.84,1,VIP Loyalists
13976,206,4,1192.36,1,VIP Loyalists
13977,410,1,519.8100000000001,0,At-Risk Customers
13978,14,2,196.79,1,VIP Loyalists
13979,72,7,3416.23,1,VIP Loyalists
13980,59,5,799.92,1,VIP Loyalists
13981,415,1,331.14,0,At-Risk Customers
13982,38,9,4445.59,1,VIP Loyalists
13983,29,21,7108.45,1,VIP Loyalists
13984,26,12,2048.6,1,VIP Loyalists
13985,3,22,10020.86,1,VIP Loyalists
13986,16,1,320.46,1,VIP Loyalists
13987,379,2,682.54,0,At-Risk Customers
13988,19,8,4757.8,1,VIP Loyalists
13989,65,5,2026.06,1,VIP Loyalists
13990,212,1,311.3,1,VIP Loyalists
13991,11,6,855.97,1,VIP Loyalists
13992,29,3,219.5,1,VIP Loyalists
13993,42,19,6775.71,1,VIP Loyalists
13994,3,6,2313.14,1,VIP Loyalists
13995,14,14,3902.01,1,VIP Loyalists
13996,385,2,895.76,0,At-Risk Customers
13997,518,3,382.31,0,At-Risk Customers
13998,446,3,566.7,0,At-Risk Customers
13999,9,29,9502.26,1,VIP Loyalists
14000,210,5,2046.34,1,VIP Loyalists
14001,45,9,4530.09,1,VIP Loyalists
14002,133,2,529.73,1,VIP Loyalists
14003,732,1,209.41,0,At-Risk Customers
14004,42,11,6258.45,1,VIP Loyalists
14005,9,5,2874.72,1,VIP Loyalists
14006,115,7,2196.67,1,VIP Loyalists
14007,512,1,79.48,0,At-Risk Customers
14008,431,1,509.04,0,At-Risk Customers
14009,197,3,1099.91,1,VIP Loyalists
14010,564,2,445.15,0,At-Risk Customers
14011,479,2,457.82,0,At-Risk Customers
14012,277,1,328.8,0,At-Risk Customers
14013,109,5,1084.57,1,VIP Loyalists
14014,76,3,1948.21,1,VIP Loyalists
14015,52,1,917.34,1,VIP Loyalists
14016,161,11,11403.41,1,VIP Loyalists
14017,570,1,229.75,0,At-Risk Customers
14018,644,1,367.15,0,At-Risk Customers
14019,46,3,1421.61,1,VIP Loyalists
14020,16,4,1249.01,1,VIP Loyalists
14021,154,7,1716.58,1,VIP Loyalists
14022,224,2,792.15,1,VIP Loyalists
14023,6,2,584.07,1,VIP Loyalists
14024,121,3,645.74,1,VIP Loyalists
14025,464,8,4057.9,0,At-Risk Customers
14026,470,2,713.11,0,At-Risk Customers
14027,60,1,104.82,1,VIP Loyalists
14028,549,3,10396.5,0,At-Risk Customers
14029,62,2,467.66,1,VIP Loyalists
14030,17,20,8262.29,1,VIP Loyalists
14031,6,44,40999.17,1,VIP Loyalists
14032,1,16,4850.27,1,VIP Loyalists
14033,554,1,109.44,0,At-Risk Customers
14034,21,3,651.8199999999999,1,VIP Loyalists
14035,28,9,2856.72,1,VIP Loyalists
14036,284,1,626.65,0,At-Risk Customers
14037,175,6,836.95,1,VIP Loyalists
14038,77,5,3069.88,1,VIP Loyalists
14039,32,2,267.28000000000003,1,VIP Loyalists
14040,40,35,12645.57,1,VIP Loyalists
14041,265,1,141.41,0,At-Risk Customers
14042,724,1,431.98,0,At-Risk Customers
14043,490,2,304.25,0,At-Risk Customers
14044,26,10,3123.1,1,VIP Loyalists
14045,108,16,11313.03,1,VIP Loyalists
14046,283,1,154.99,0,At-Risk Customers
14047,8,14,4255.03,1,VIP Loyalists
14048,304,3,748.69,0,At-Risk Customers
14049,16,13,13239.03,1,VIP Loyalists
14050,31,2,746.36,1,VIP Loyalists
14051,0,37,22434.0,1,VIP Loyalists
14052,19,2,480.81,1,VIP Loyalists
14053,123,4,572.3,1,VIP Loyalists
14054,64,1,92.46,1,VIP Loyalists
14055,105,3,1520.96,1,VIP Loyalists
14056,0,23,8214.65,1,VIP Loyalists
14057,23,22,8408.84,1,VIP Loyalists
14058,462,2,469.19,0,At-Risk Customers
14059,266,1,183.6,0,At-Risk Customers
14060,4,30,9519.08,1,VIP Loyalists
14061,506,3,917.43,0,At-Risk Customers
14062,9,24,25604.2,1,VIP Loyalists
14063,437,9,22710.2,0,At-Risk Customers
14064,28,15,3332.42,1,VIP Loyalists
14065,388,3,891.02,0,At-Risk Customers
14066,266,1,152.55,0,At-Risk Customers
14067,63,2,374.7,1,VIP Loyalists
14068,319,4,1528.37,0,At-Risk Customers
14069,514,2,230.06,0,At-Risk Customers
14070,684,1,326.55,0,At-Risk Customers
14071,3,8,1438.82,1,VIP Loyalists
14072,666,1,390.85,0,At-Risk Customers
14073,31,1,151.04,1,VIP Loyalists
14074,622,1,219.4,0,At-Risk Customers
14075,4,6,1734.87,1,VIP Loyalists
14076,128,1,122.47,1,VIP Loyalists
14077,40,6,615.0799999999999,1,VIP Loyalists
14078,101,9,1692.63,1,VIP Loyalists
14079,124,2,618.73,1,VIP Loyalists
14080,32,5,1115.68,1,VIP Loyalists
14081,301,10,5370.1,0,At-Risk Customers
14082,364,2,413.36,0,At-Risk Customers
14083,3,11,1407.26,1,VIP Loyalists
14084,511,1,150.5,0,At-Risk Customers
14085,1,33,10104.97,1,VIP Loyalists
14086,462,1,39.95,0,At-Risk Customers
14087,2,3,846.22,1,VIP Loyalists
14088,9,16,64036.8,1,VIP Loyalists
14089,56,1,161.0,1,VIP Loyalists
14090,324,1,76.32000000000001,0,At-Risk Customers
14091,653,2,9530.08,0,At-Risk Customers
14092,7,24,7229.45,1,VIP Loyalists
14093,11,1,442.85,1,VIP Loyalists
14094,439,1,335.22,0,At-Risk Customers
14095,722,1,2.95,0,At-Risk Customers
14096,3,17,65164.79,1,VIP Loyalists
14097,480,2,422.86,0,At-Risk Customers
14098,36,1,147.35,1,VIP Loyalists
14099,15,20,5765.71,1,VIP Loyalists
14100,137,1,194.9,1,VIP Loyalists
14101,73,13,9961.93,1,VIP Loyalists
14102,4,5,1360.28,1,VIP Loyalists
14104,154,5,771.5799999999999,1,VIP Loyalists
14105,238,5,5988.83,1,VIP Loyalists
14106,736,1,214.8,0,At-Risk Customers
14107,51,11,4877.3,1,VIP Loyalists
14108,30,4,1044.96,1,VIP Loyalists
14109,72,1,144.2,1,VIP Loyalists
14110,3,33,12987.95,1,VIP Loyalists
14111,13,4,692.85,1,VIP Loyalists
14112,22,13,5834.59,1,VIP Loyalists
14113,3,16,7092.610000000001,1,VIP Loyalists
14114,273,7,1364.09,0,At-Risk Customers
14115,501,2,622.6700000000001,0,At-Risk Customers
14116,19,5,1382.74,1,VIP Loyalists
14117,143,1,90.0,1,VIP Loyalists
14118,428,1,458.45,0,At-Risk Customers
14119,375,2,183.37,0,At-Risk Customers
14121,3,4,2780.15,1,VIP Loyalists
14122,405,3,362.42,0,At-Risk Customers
14123,732,1,436.18,0,At-Risk Customers
14124,83,1,419.58,1,VIP Loyalists
14125,10,3,2740.43,1,VIP Loyalists
14126,7,4,1172.46,1,VIP Loyalists
14127,122,6,1900.08,1,VIP Loyalists
14128,60,3,924.21,1,VIP Loyalists
14129,1,9,2591.34,1,VIP Loyalists
14130,318,4,1882.67,0,At-Risk Customers
14131,648,1,187.87,0,At-Risk Customers
14132,1,11,3586.03,1,VIP Loyalists
14133,129,4,911.14,1,VIP Loyalists
14134,382,15,11123.35,0,At-Risk Customers
14135,1,24,9643.92,1,VIP Loyalists
14136,400,5,1570.81,0,At-Risk Customers
14137,695,1,332.7,0,At-Risk Customers
14138,1,2,982.38,1,VIP Loyalists
14139,45,4,1086.8,1,VIP Loyalists
14140,3,2,935.05,1,VIP Loyalists
14141,2,4,915.13,1,VIP Loyalists
14142,372,2,983.15,0,At-Risk Customers
14143,133,1,115.8,1,VIP Loyalists
14144,485,1,30.6,0,At-Risk Customers
14145,46,7,7600.05,1,VIP Loyalists
14146,8,12,9450.3,1,VIP Loyalists
14147,77,9,2590.2,1,VIP Loyalists
14148,233,2,466.29,1,VIP Loyalists
14149,220,1,446.62,1,VIP Loyalists
14150,35,2,658.64,1,VIP Loyalists
14151,672,2,679.45,0,At-Risk Customers
14152,74,7,1997.34,1,VIP Loyalists
14153,482,1,233.4,0,At-Risk Customers
14154,238,8,6460.7,1,VIP Loyalists
14155,265,1,118.75,0,At-Risk Customers
14156,9,156,313946.37,3,Super VIPs
14157,19,5,1002.78,1,VIP Loyalists
14158,39,1,507.66,1,VIP Loyalists
14159,19,20,7938.01,1,VIP Loyalists
14160,609,7,8421.47,0,At-Risk Customers
14161,215,7,3318.88,1,VIP Loyalists
14162,173,2,289.36,1,VIP Loyalists
14163,86,5,2594.62,1,VIP Loyalists
14164,70,2,1631.77,1,VIP Loyalists
14165,275,1,122.54,0,At-Risk Customers
14166,504,2,256.85,0,At-Risk Customers
14167,38,8,1296.49,1,VIP Loyalists
14168,420,2,370.45,0,At-Risk Customers
14169,430,2,624.4300000000001,0,At-Risk Customers
14170,374,3,597.33,0,At-Risk Customers
14171,97,2,498.79,1,VIP Loyalists
14172,604,3,402.72,0,At-Risk Customers
14173,10,6,586.0,1,VIP Loyalists
14174,32,1,134.46,1,VIP Loyalists
14175,59,8,7678.88,1,VIP Loyalists
14176,296,5,916.01,0,At-Risk Customers
14177,85,13,2229.34,1,VIP Loyalists
14178,8,7,1620.93,1,VIP Loyalists
14179,40,2,719.78,1,VIP Loyalists
14180,10,33,6319.25,1,VIP Loyalists
14181,410,2,310.55,0,At-Risk Customers
14182,443,4,678.77,0,At-Risk Customers
14183,410,2,286.29,0,At-Risk Customers
14184,66,1,452.89,1,VIP Loyalists
14185,330,1,197.65,0,At-Risk Customers
14186,426,5,1550.63,0,At-Risk Customers
14187,473,1,123.5,0,At-Risk Customers
14188,30,6,2054.36,1,VIP Loyalists
14189,1,16,5814.39,1,VIP Loyalists
14190,665,1,79.9,0,At-Risk Customers
14191,1,15,4817.66,1,VIP Loyalists
14192,387,1,293.74,0,At-Risk Customers
14193,67,3,1210.19,1,VIP Loyalists
14194,4,36,18670.59,1,VIP Loyalists
14195,201,6,2615.6,1,VIP Loyalists
14196,106,1,335.52,1,VIP Loyalists
14197,410,1,390.05,0,At-Risk Customers
14198,17,9,1569.73,1,VIP Loyalists
14199,217,4,1091.7,1,VIP Loyalists
14200,616,1,379.2,0,At-Risk Customers
14201,59,10,1193.54,1,VIP Loyalists
14202,380,3,847.76,0,At-Risk Customers
14203,396,1,339.34,0,At-Risk Customers
14204,1,4,1062.96,1,VIP Loyalists
14205,16,9,2414.2,1,VIP Loyalists
14206,238,3,1185.01,1,VIP Loyalists
14207,687,1,157.8,0,At-Risk Customers
14208,94,2,567.05,1,VIP Loyalists
14209,10,15,4993.27,1,VIP Loyalists
14210,105,16,5861.52,1,VIP Loyalists
14211,52,18,4402.29,1,VIP Loyalists
14212,89,2,2190.14,1,VIP Loyalists
14213,404,1,1192.2,0,At-Risk Customers
14214,30,5,1004.38,1,VIP Loyalists
14215,11,9,3416.33,1,VIP Loyalists
14216,2,5,2150.04,1,VIP Loyalists
14217,1,23,3416.89,1,VIP Loyalists
14218,42,1,169.48000000000002,1,VIP Loyalists
14219,3,3,633.83,1,VIP Loyalists
14220,246,4,1515.0,1,VIP Loyalists
14221,41,17,6517.49,1,VIP Loyalists
14222,176,1,683.17,1,VIP Loyalists
14223,91,3,991.13,1,VIP Loyalists
14224,109,9,1897.9,1,VIP Loyalists
14225,434,4,2037.02,0,At-Risk Customers
14226,28,6,3002.53,1,VIP Loyalists
14227,25,15,6368.71,1,VIP Loyalists
14228,437,3,745.5,0,At-Risk Customers
14229,51,7,2594.04,1,VIP Loyalists
14230,435,3,979.8,0,At-Risk Customers
14231,183,4,1235.62,1,VIP Loyalists
14232,42,5,2048.07,1,VIP Loyalists
14233,48,7,2904.27,1,VIP Loyalists
14234,21,4,775.46,1,VIP Loyalists
14235,74,9,4717.99,1,VIP Loyalists
14236,80,5,1744.64,1,VIP Loyalists
14237,372,2,632.14,0,At-Risk Customers
14238,325,3,434.23,0,At-Risk Customers
14239,42,21,4263.17,1,VIP Loyalists
14240,29,3,1247.49,1,VIP Loyalists
14241,183,2,333.70000000000005,1,VIP Loyalists
14242,234,2,280.55,1,VIP Loyalists
14243,8,17,7431.05,1,VIP Loyalists
14244,660,1,366.42,0,At-Risk Customers
14245,219,2,1693.45,1,VIP Loyalists
14246,110,3,1474.06,1,VIP Loyalists
14247,277,5,772.66,0,At-Risk Customers
14248,317,3,1032.95,0,At-Risk Customers
14249,410,12,5625.461,0,At-Risk Customers
14250,6,3,1904.05,1,VIP Loyalists
14251,1,5,2879.7000000000003,1,VIP Loyalists
14252,380,1,350.99,0,At-Risk Customers
14253,492,2,363.4,0,At-Risk Customers
14254,432,1,601.03,0,At-Risk Customers
14255,545,1,1000.63,0,At-Risk Customers
14256,259,5,2473.99,1,VIP Loyalists
14257,63,9,5954.45,1,VIP Loyalists
14258,8,25,32051.34,1,VIP Loyalists
14259,141,1,120.0,1,VIP Loyalists
14260,470,3,824.28,0,At-Risk Customers
14261,50,2,1163.45,1,VIP Loyalists
14262,7,8,2618.23,1,VIP Loyalists
14263,422,1,322.93,0,At-Risk Customers
14264,154,6,1517.36,1,VIP Loyalists
14265,108,4,1373.35,1,VIP Loyalists
14266,427,1,40.56,0,At-Risk Customers
14267,162,3,1516.24,1,VIP Loyalists
14268,470,1,354.85,0,At-Risk Customers
14269,438,1,295.73,0,At-Risk Customers
14270,331,1,492.65,0,At-Risk Customers
14271,225,2,219.13,1,VIP Loyalists
14272,73,4,920.81,1,VIP Loyalists
14273,50,4,559.97,1,VIP Loyalists
14274,685,1,256.6,0,At-Risk Customers
14275,395,6,1189.38,0,At-Risk Customers
14276,98,7,2102.68,1,VIP Loyalists
14277,14,9,17225.81,1,VIP Loyalists
14278,409,1,205.83,0,At-Risk Customers
14279,520,2,191.86,0,At-Risk Customers
14280,196,1,134.04,1,VIP Loyalists
14281,407,1,245.15,0,At-Risk Customers
14282,2,25,7849.66,1,VIP Loyalists
14283,462,4,628.4399999999999,0,At-Risk Customers
14284,30,3,1299.65,1,VIP Loyalists
14285,20,8,3284.42,1,VIP Loyalists
14286,23,7,8479.76,1,VIP Loyalists
14287,7,3,176.63,1,VIP Loyalists
14288,212,1,426.6,1,VIP Loyalists
14289,8,6,911.26,1,VIP Loyalists
14290,10,8,4516.56,1,VIP Loyalists
14291,1,23,7904.1,1,VIP Loyalists
14292,7,16,9226.25,1,VIP Loyalists
14293,2,9,3267.9300000000003,1,VIP Loyalists
14294,406,1,375.34,0,At-Risk Customers
14295,39,5,2362.91,1,VIP Loyalists
14296,420,2,456.4,0,At-Risk Customers
14297,17,4,1305.33,1,VIP Loyalists
14298,7,82,91194.49,2,Regular Customers
14299,7,27,14499.49,1,VIP Loyalists
14300,18,1,43.2,1,VIP Loyalists
14301,116,4,1992.18,1,VIP Loyalists
14302,430,3,742.9000000000001,0,At-Risk Customers
14303,406,2,277.94,0,At-Risk Customers
14304,222,3,1725.01,1,VIP Loyalists
14305,70,3,1858.96,1,VIP Loyalists
14306,50,6,3151.4,1,VIP Loyalists
14307,88,10,5071.03,1,VIP Loyalists
14308,548,2,1147.02,0,At-Risk Customers
14309,7,11,3780.81,1,VIP Loyalists
14310,432,1,492.1,0,At-Risk Customers
14311,242,2,516.45,1,VIP Loyalists
14312,46,11,3090.29,1,VIP Loyalists
14314,106,2,229.8,1,VIP Loyalists
14315,44,8,3197.82,1,VIP Loyalists
14316,421,5,1370.34,0,At-Risk Customers
14317,64,1,508.58,1,VIP Loyalists
14318,459,1,158.02,0,At-Risk Customers
