Customer ID,Recency,Frequency,Monetary,purchase_next_3m,purchase_probability
13643,8,9,1896.73,1.0,0.698332955568943
13644,15,1,851.09,1.0,0.9093517206653072
13645,29,1,252.1,0.0,0.6034659468531043
13646,309,2,326.25,0.0,0.2407390386023729
13647,84,6,2197.42,1.0,0.7825650052134705
13648,309,8,1764.02,0.0,0.5103424767197076
13649,166,6,1678.88,0.0,0.793621417432005
13650,116,6,2197.18,1.0,0.8112458853168333
13651,291,1,132.65,1.0,0.3802946296066234
13652,166,4,2114.01,1.0,0.5972591652588163
13653,397,1,152.2,0.0,0.017611881101361068
13654,54,9,5314.94,1.0,0.8628782989152155
13655,23,6,2280.51,0.0,0.5259809132874014
13656,74,4,1078.85,0.0,0.45862613856963513
13657,111,1,152.34,1.0,0.40380677354774397
13658,113,5,4319.63,1.0,0.8006571797424517
13659,115,12,4894.88,0.0,0.7055370707344911
13660,309,1,314.59,0.0,0.2616604502326131
13661,512,1,325.24,0.0,0.021650454638935352
13662,121,10,1885.29,1.0,0.8220743456947771
13663,88,5,2047.51,0.0,0.5109587034342811
13665,295,3,1711.66,0.0,0.24480133688254485
13666,196,4,107.3,1.0,0.7127060551675859
13667,58,1,305.02,0.0,0.7322113228497099
13668,22,30,11661.22,1.0,0.9968335149978609
13669,59,2,243.15,1.0,0.8057776294393685
13671,304,1,194.95,0.0,0.3379956899770359
13672,210,3,419.92,0.0,0.13045861126862887
13674,342,1,240.68,0.0,0.14504810694550388
13675,60,2,486.8200000000001,0.0,0.6044961383160826
13676,448,2,243.9,0.0,0.11935917757163775
13677,314,2,556.1899999999999,0.0,0.35088247072980583
13678,61,1,232.6,0.0,0.672224630941213
13679,403,3,281.26,0.0,0.10476880761691788
13680,247,10,10104.84,1.0,0.46831848992788316
13681,64,1,203.46,1.0,0.5220865875092858
13682,96,1,59.5,0.0,0.28374932555838545
13683,367,1,258.6,0.0,0.07614106642312908
13684,195,4,596.98,0.0,0.4384386251737174
13686,92,3,409.04,0.0,0.41358276542391054
13687,347,1,11880.84,0.0,0.5729746669921417
13688,544,1,375.5,0.0,0.011825249888520564
13689,354,1,349.5,1.0,0.4993613724290851
13691,305,1,212.78,0.0,0.32747911618084746
13692,123,4,2497.66,1.0,0.6102819064420848
13693,283,9,2011.82,0.0,0.4628951127667085
13694,16,132,177354.83,1.0,0.9952542918542623
13695,7,13,2033.67,1.0,0.922449053713514
13696,331,3,2020.4,0.0,0.28744624056565987
13698,506,2,465.53,0.0,0.05427466928474036
13699,64,2,764.15,0.0,0.4734478667518965
13700,2,11,1999.6,1.0,0.7020415988068786
13701,356,1,161.0,0.0,0.031170824573276423
13702,355,1,135.18,0.0,0.03952415415793468
13703,227,2,425.56,0.0,0.19108172206336116
13705,54,6,1846.15,1.0,0.5853960896263442
13706,212,2,631.17,0.0,0.2363386108264578
13707,176,5,3365.86,0.0,0.34368750417950583
13708,180,1,296.88,0.0,0.40167053391466284
13709,11,10,4202.91,1.0,0.9206649396045166
13710,333,2,329.04,1.0,0.3498851732302965
13711,128,9,1792.26,0.0,0.5946765892974626
13712,156,2,766.42,0.0,0.4092905482302016
13713,317,3,743.26,0.0,0.6092952699070062
13714,374,1,161.35,0.0,0.008485409015653192
13715,190,17,8483.29,0.0,0.2275201459757023
13716,178,1,138.28,0.0,0.2726184014974826
13717,38,6,1274.28,1.0,0.7497530922258274
13718,155,2,306.55,0.0,0.2519518471991066
13719,114,8,2112.31,1.0,0.8474406368163626
13720,26,4,799.9,0.0,0.45267015656636955
13721,304,1,217.4,1.0,0.33759650011414793
13722,41,10,5635.41,0.0,0.8092887422672921
13723,126,6,1209.2,0.0,0.32030073791744945
13724,546,1,213.01,0.0,0.010369152708000495
13725,78,7,1865.7,1.0,0.6557823463635568
13726,10,1,292.68,1.0,0.8472606339845649
13727,521,6,746.57,1.0,0.20322812493154052
13728,16,15,2636.05,1.0,0.965704202003437
13729,345,3,724.73,0.0,0.24983544457033247
13730,45,2,752.6,0.0,0.6645089195907696
13731,128,2,610.59,0.0,0.30306423812437144
13733,320,2,487.03,0.0,0.17314816694052118
13734,418,4,6701.640000000001,0.0,0.006618517491371997
13735,85,11,8337.67,1.0,0.9341799177368079
13736,169,6,2391.84,1.0,0.7717364215090823
13737,109,1,339.6,0.0,0.1831666595456708
13738,305,1,440.93,0.0,0.3807002425780273
13739,437,1,75.3,1.0,0.2351411883059551
13740,150,5,1597.77,0.0,0.5312776036168966
13741,93,2,363.13,1.0,0.5841224595176143
13742,71,10,2648.7200000000003,1.0,0.8579808645150674
13743,17,5,912.12,1.0,0.8180099539512095
13744,4,2,1156.36,0.0,0.5454413927969874
13745,71,2,777.36,0.0,0.441700041851575
13746,323,1,176.69,0.0,0.09144137108597278
13747,283,2,249.4,0.0,0.22554599195959016
13748,5,9,2268.35,0.0,0.5749910923221926
13750,49,10,3271.55,1.0,0.9529735109645432
13751,197,1,296.25,0.0,0.41297986054861335
13752,33,7,1590.73,0.0,0.7743329366174275
13753,197,4,2094.57,0.0,0.3411569922987857
13754,61,3,447.05,0.0,0.7709343593500384
13756,2,17,6990.31,1.0,0.9972387092473319
13757,584,1,195.55,0.0,0.13345378911640712
13758,110,13,8577.95,1.0,0.7556175601293826
13760,165,4,1211.94,1.0,0.4421449778763576
13761,89,5,1373.23,1.0,0.7991250660145143
13762,128,5,2472.48,0.0,0.7250734495496566
13763,326,2,3502.48,1.0,0.5456612461707354
13764,53,5,2377.13,1.0,0.8270971505298123
13765,562,1,352.821,0.0,0.00392396900800179
13766,404,1,190.35,0.0,0.035913121711723124
13767,18,64,27996.54,1.0,0.9950746784142298
13768,636,2,875.97,0.0,0.07494696535652694
13769,1,18,5180.53,1.0,0.9980290663645893
13770,331,4,785.37,0.0,0.24707994861637422
13771,108,7,4559.22,1.0,0.827226761515826
13772,6,7,2668.31,1.0,0.7951599972037894
13773,306,2,301.54,0.0,0.22292974905498408
13775,500,1,1049.66,0.0,0.06858734407850879
13776,337,2,623.98,0.0,0.195835909178242
13777,38,52,42861.5,1.0,0.9777876525721829
13778,12,4,1124.49,0.0,0.5888712214726519
13779,425,1,161.13,0.0,0.10753441302801861
13780,80,2,492.09,1.0,0.6099377915661504
13781,160,3,778.83,0.0,0.36981906387235436
13782,34,10,1369.65,1.0,0.9644652839492901
13783,397,4,1542.09,0.0,0.2742347086784142
13784,4,12,2571.59,1.0,0.8850445079415049
13785,338,4,542.49,0.0,0.14271674274743976
13786,276,6,3358.94,0.0,0.3289184274727105
13787,273,5,1019.86,1.0,0.2002641397673296
13788,414,1,3.75,0.0,0.015437714833356863
13789,297,1,239.46,0.0,0.32447163063327605
13791,37,2,1516.0,0.0,0.27714418553356296
13792,196,2,263.0,1.0,0.4727691836935705
13793,556,1,96.0,0.0,0.05474526624044031
13794,456,1,126.03,0.0,0.02665953565042066
13795,297,4,836.3,0.0,0.5430661499316195
13796,408,1,289.7,0.0,0.05059894978418725
13797,346,3,1179.45,0.0,0.2397736710884627
13798,2,95,67844.16,1.0,0.999332646409464
13799,26,9,2803.57,0.0,0.8095644799748246
13800,219,3,1679.56,0.0,0.14438532413544844
13802,48,19,26259.11,0.0,0.7851218112108963
13803,164,3,1338.91,0.0,0.3320279065500088
13804,6,6,2116.14,1.0,0.7222658001561908
13805,38,1,500.24,1.0,0.48492620485726146
13807,276,3,534.8,0.0,0.636587596070712
13808,3,2,723.1,1.0,0.5397044417449481
13809,214,3,679.7,0.0,0.35528414914174056
13811,93,3,814.5,0.0,0.42768633499974124
13812,14,1,278.74,1.0,0.7989501998302421
13813,44,5,1783.75,1.0,0.752087299064265
13814,1,3,2257.32,0.0,0.6380660067920202
13815,81,6,6426.13,1.0,0.7263945214676898
13817,261,1,128.7,1.0,0.2824283606576741
13818,339,1,61.28,0.0,0.03891717069939554
13819,211,6,2642.35,0.0,0.562668639483599
13820,327,3,660.65,0.0,0.4728496282112595
13821,54,6,1410.73,0.0,0.6935497248022718
13823,1,6,3096.21,1.0,0.627487754888532
13824,45,11,3045.66,1.0,0.8562867253964006
13825,531,2,255.59,0.0,0.11942168994938512
13826,85,1,189.5,0.0,0.18234064151161924
13827,43,2,300.76,1.0,0.45515448834961625
13829,330,1,102.0,0.0,0.12951475515788885
13830,491,1,156.85000000000002,0.0,0.16925499436227867
13831,48,16,6275.98,1.0,0.9644378557120656
13832,331,1,561.49,1.0,0.49015582846239064
13833,68,2,701.36,0.0,0.4038248822532667
13834,486,2,324.19,0.0,0.24050778452456184
13835,64,5,798.04,1.0,0.6563670424716815
13836,308,2,620.37,0.0,0.480712774714861
13837,121,2,271.24,0.0,0.3004758126612653
13838,27,9,1753.95,1.0,0.6524727375644833
13839,395,1,139.95000000000002,0.0,0.059767864057402524
13840,325,1,651.4,0.0,0.4962941747234127
13841,162,1,85.0,0.0,0.3628032880669864
13842,65,16,4409.56,1.0,0.9363766205259605
13843,290,1,319.75,0.0,0.1496284240076182
13846,151,3,1106.66,1.0,0.4394021176608074
13847,629,1,310.72,0.0,0.008242528062308895
13848,1,8,3335.0,0.0,0.46307161189687496
13849,80,4,2524.93,1.0,0.5505955107421545
13850,38,1,1595.48,0.0,0.20138943611866839
13851,5,8,4606.46,0.0,0.48591393127213683
13852,520,1,187.35,0.0,0.09264803781254718
13854,1,34,10613.6,1.0,0.9991995430900212
13855,410,4,1310.34,0.0,0.1921797951709979
13856,78,11,1142.03,0.0,0.8267944733251411
13857,302,6,1001.01,0.0,0.3096758004496764
13859,235,2,515.86,0.0,0.1673890966577377
13861,338,2,273.26,0.0,0.4477390394796967
13862,17,7,2128.03,1.0,0.7659118263232324
13863,157,4,1239.55,0.0,0.33713290506877996
13864,296,1,662.4000000000001,0.0,0.5195097776845835
13865,46,3,383.34,1.0,0.832817009320225
13867,127,1,138.85,1.0,0.31804073344272277
13869,32,10,8111.57,0.0,0.787963505169505
13870,11,12,5120.61,1.0,0.8886985145100358
13871,1,13,6095.24,1.0,0.9654791774238014
13872,436,3,919.57,0.0,0.12149292566500784
13873,29,8,1038.92,0.0,0.5465449318113321
13874,267,7,2049.15,0.0,0.6097098904909817
13875,43,13,4452.38,1.0,0.9106903837057247
13877,379,2,332.44,1.0,0.03817531682167846
13878,457,3,1191.53,1.0,0.4715751292435575
13879,555,1,395.5,0.0,0.024896860678169798
13880,54,12,2852.65,1.0,0.8625380561830418
13881,5,34,37418.26,1.0,0.9984143892109602
13883,128,14,5628.32,1.0,0.8961974270203824
13884,186,8,1297.13,1.0,0.645335413742678
13885,98,2,506.8,0.0,0.3301460275847035
13887,113,1,349.55,0.0,0.20949957282431914
13888,29,7,2169.05,0.0,0.6871463314306381
13889,2,6,1991.23,0.0,0.5537792896184824
13890,16,6,1544.68,1.0,0.7395268551735995
13891,287,3,863.5600000000001,0.0,0.33621998180621154
13892,156,3,689.1999999999999,1.0,0.5522599564846361
13893,207,1,821.1,0.0,0.25771448230796834
13894,219,1,160.85,1.0,0.11119053868832335
13895,52,4,2352.75,1.0,0.6450765965715308
13896,535,1,388.55,0.0,0.04692156855147391
13897,347,2,849.56,1.0,0.38648859415607445
13898,235,2,686.4,0.0,0.3090596291980483
13899,184,1,298.5,1.0,0.40167053391466284
13900,92,6,1610.59,0.0,0.8442293341822278
13901,17,14,5461.42,1.0,0.9874329837900574
13902,541,5,34095.26,0.0,0.04676372655141073
13903,309,1,165.45000000000002,0.0,0.10082223140372648
13904,204,1,201.12,1.0,0.36771743456863965
13905,642,1,312.65,0.0,0.0314407943704992
13906,318,1,42.0,0.0,0.04159041967711728
13907,601,1,136.8,0.0,0.008014560133303187
13908,36,3,1461.61,1.0,0.2824810620611732
13909,332,2,286.6,0.0,0.5480130010339397
13911,53,19,4091.71,1.0,0.9844567722258264
13912,333,1,124.95,0.0,0.048867773114466204
13913,416,1,42.22,0.0,0.018771972823447048
13915,303,1,70.80000000000001,0.0,0.02738264403443702
13916,373,4,1275.81,0.0,0.21357662549632814
13917,101,1,65.38,1.0,0.2640422087835377
13918,162,1,198.2,1.0,0.6084263158469343
13919,31,3,1189.02,1.0,0.7010749720547862
13920,341,4,1774.68,0.0,0.2966689084530292
13921,311,4,730.7,0.0,0.6100052315526608
13922,261,3,865.2,0.0,0.39847605944727793
13925,2,4,678.25,0.0,0.4851999374301568
13927,346,1,359.27,1.0,0.31207406062348847
13928,16,2,225.45,1.0,0.4065054082806526
13929,78,11,3494.1,0.0,0.9327887335714226
13930,46,1,210.0,1.0,0.6700293175723316
13931,5,11,5257.38,0.0,0.5935217824232886
13932,204,1,307.4,0.0,0.2103792362167904
13933,18,2,608.7900000000001,0.0,0.45425090837123705
13934,173,1,922.1,0.0,0.14483179136081625
13935,506,3,6116.92,0.0,0.008731973527912138
13936,89,3,939.66,0.0,0.6306956694055065
13937,78,2,880.13,0.0,0.6464754679065503
13939,18,6,1382.62,1.0,0.7229038061932456
13940,26,2,391.06,1.0,0.8239793513703011
13941,81,13,8840.6,1.0,0.8782005993318381
13942,444,1,320.0,0.0,0.14692408424406295
13943,487,1,246.54,0.0,0.17384086619592168
13944,562,1,200.43,0.0,0.01578678017169806
13945,304,2,854.15,0.0,0.47701733220069903
13946,111,5,1800.63,1.0,0.7165914449721691
13948,270,4,548.76,0.0,0.383661889212103
13949,4,1,537.9,1.0,0.5995635579562475
13950,156,1,179.30999999999997,1.0,0.3887008748515015
13951,85,3,674.45,0.0,0.6605008474872577
13952,127,14,12823.521,0.0,0.5548061337388707
13953,25,10,5729.36,1.0,0.8536451104413052
13955,63,3,545.17,0.0,0.5098782068978643
13956,47,3,680.27,1.0,0.6874509474706235
13957,327,3,458.25,0.0,0.3019965115104762
13958,289,8,4709.2300000000005,0.0,0.2317733106533816
13959,190,5,815.42,1.0,0.5149050953925205
13961,301,1,538.4,0.0,0.37208594740120976
13962,155,2,310.85,1.0,0.2263330417208023
13963,217,17,3011.87,0.0,0.3463985321119536
13964,296,2,438.9,0.0,0.3202347070216475
13965,386,3,996.61,0.0,0.11173472946196915
13966,344,1,390.86,0.0,0.187606977667705
13967,55,2,166.3,0.0,0.2734177140525027
13968,332,1,123.66,0.0,0.048867773114466204
13969,16,28,8223.28,1.0,0.9813544424101298
13970,295,2,846.55,0.0,0.2931395195261662
13971,15,12,3895.21,1.0,0.8653560684466878
13972,111,1,145.9,1.0,0.4341469767915041
13973,196,1,264.7,0.0,0.39059550837017076
13974,491,1,264.13,1.0,0.4030599913044426
13975,37,10,4330.27,1.0,0.9418735390298637
13976,116,4,1192.36,0.0,0.5855169102144688
13977,320,1,519.8100000000001,0.0,0.20177961305704878
13979,302,6,2546.36,1.0,0.8861198599960658
13980,348,4,599.78,1.0,0.4709547200135982
13981,325,1,331.14,0.0,0.2698072334147369
13982,72,8,3803.92,1.0,0.8907708129781263
13983,96,17,6186.08,1.0,0.9349850091266586
13984,35,11,1947.42,1.0,0.8078318508166774
13985,16,14,5733.77,1.0,0.9847229572389007
13987,289,2,682.54,0.0,0.4895380177169711
13988,72,5,2533.34,1.0,0.6854472307913867
13989,148,4,1656.65,1.0,0.5296662986090703
13990,122,1,311.3,0.0,0.3233606721860951
13991,52,1,126.35,1.0,0.6255124535050055
13992,289,2,142.7,1.0,0.3933604579723424
13993,10,16,5556.76,1.0,0.9668203269273795
13994,15,2,419.56,1.0,0.8727841024502507
13995,25,12,3380.2200000000003,1.0,0.905011617517288
13996,295,2,895.76,0.0,0.3231637329757584
13997,428,3,382.31,0.0,0.2963692033300859
13998,356,3,566.7,0.0,0.4742771147370335
13999,5,26,8469.42,1.0,0.9884974558129833
14000,120,5,2046.34,0.0,0.687869754879049
14001,142,8,3796.15,1.0,0.6507009846798156
14002,43,2,529.73,0.0,0.42339316407661204
14003,642,1,209.41,0.0,0.17676286954543094
14004,7,9,4879.07,1.0,0.8692789014600485
14005,43,3,696.56,1.0,0.7186297198833355
14006,25,7,2196.67,0.0,0.6433662849459505
14007,422,1,79.48,0.0,0.1771485943945997
14008,341,1,509.04,0.0,0.17584380767013438
14009,107,3,1099.91,0.0,0.48767540732530595
14010,474,2,445.15,0.0,0.04337915726464097
14011,389,2,457.82,0.0,0.032510998333802166
14012,187,1,328.8,0.0,0.10405790849144032
14013,19,5,1084.57,0.0,0.7368455122925283
14014,285,2,1443.03,1.0,0.3502218169015467
14016,71,11,11403.41,0.0,0.9769464822021122
14017,480,1,229.75,0.0,0.11854238147790175
14018,554,1,367.15,0.0,0.005248233606681071
14019,7,2,800.53,1.0,0.6654010230812295
14020,385,2,606.21,1.0,0.15375774119809696
14021,64,7,1716.58,0.0,0.7132865010092239
14022,134,2,792.15,0.0,0.436855422621218
14023,159,1,273.14,1.0,0.6253961846754301
14024,31,3,645.74,0.0,0.7128221634802683
14025,374,8,4057.9,0.0,0.035647541381074545
14026,380,2,713.11,0.0,0.08244341043704448
14028,459,3,10396.5,0.0,0.07405434995412694
14029,53,1,165.20000000000002,1.0,0.5705990009704685
14030,30,18,7559.7,1.0,0.9794996465889645
14031,35,38,33339.340000000004,1.0,0.9888133863079548
14032,78,11,3720.05,1.0,0.8848040847960741
14033,464,1,109.44,0.0,0.060752285300079686
14034,66,2,473.91,1.0,0.47020826467088095
14035,16,7,2265.96,1.0,0.6838914442506515
14036,194,1,626.65,0.0,0.3542269996559916
14037,85,6,836.95,0.0,0.44711257712042746
14038,53,4,2595.92,1.0,0.6040350252455915
14039,485,1,115.08,1.0,0.3209720000781261
14040,3,33,11778.96,1.0,0.9993439236662348
14041,175,1,141.41,0.0,0.22512156243859924
14042,634,1,431.98,0.0,0.01819326222814672
14043,400,2,304.25,0.0,0.07924885938473075
14044,12,9,3012.39,1.0,0.896182758515054
14045,18,16,11313.03,0.0,0.5507577534822865
14046,193,1,154.99,0.0,0.16991319231301805
14047,109,12,3582.34,1.0,0.8752553589801275
14048,214,3,748.69,0.0,0.4064939573375473
14049,68,12,10842.7,1.0,0.9667473370517652
14050,15,1,485.98,1.0,0.8457821223066665
14051,1,30,16095.45,1.0,0.9960105981482623
14052,300,1,255.45,1.0,0.2878263436128543
14053,33,4,572.3,0.0,0.4358283213664151
14055,15,3,1520.96,0.0,0.4631554246741728
14056,16,17,5382.51,1.0,0.9823829521795361
14057,10,18,7002.86,1.0,0.9855498015573411
14058,372,2,469.19,0.0,0.07269627021477387
14059,176,1,183.6,0.0,0.16837983603712348
14060,17,25,7481.44,1.0,0.9706732896686379
14061,416,3,917.43,0.0,0.04421176126328221
14062,1,22,23940.02,1.0,0.9987395848503644
14063,347,9,22710.2,0.0,0.30507947983128475
14064,22,14,3076.36,1.0,0.9876228116091779
14065,298,3,891.02,0.0,0.6428090355434607
14066,176,1,152.55,0.0,0.10939731070668644
14067,6,1,224.67,1.0,0.7270142291219324
14068,229,4,1528.37,0.0,0.20358332516944444
14069,424,2,230.06,0.0,0.2721216228528933
14070,594,1,326.55,0.0,0.008207676138410157
14071,169,2,356.81,1.0,0.13472219849416975
14072,576,1,390.85,0.0,0.04887516253675592
14074,532,1,219.4,0.0,0.056273675664893046
14075,170,4,1100.53,1.0,0.5106375903699836
14076,38,1,122.47,0.0,0.2937014543753246
14077,91,4,426.06,1.0,0.7325355942154023
14078,11,9,1692.63,0.0,0.527686035788808
14079,34,2,618.73,0.0,0.7936671221998678
14080,322,4,1070.08,1.0,0.28236107169940833
14081,211,10,5370.1,0.0,0.6946022226871333
14082,274,2,413.36,0.0,0.4011499460126162
14083,35,9,937.75,1.0,0.7709489955252251
14084,421,1,150.5,0.0,0.09920556669524615
14085,50,27,8904.62,1.0,0.9161128975696468
14086,372,1,39.95,0.0,0.06267159635782388
14087,314,2,651.8,1.0,0.5415641998353834
14088,38,10,39052.88,1.0,0.8947740096450987
14090,234,1,76.32000000000001,0.0,0.07496395658822948
14091,563,2,9530.08,0.0,0.03086297413260802
14092,9,20,5897.96,1.0,0.9944602818693976
14094,349,1,335.22,0.0,0.3746038674175861
14095,632,1,2.95,0.0,0.05241562928545521
14096,0,3,244.68,1.0,0.9432731490653493
14097,390,2,422.86,0.0,0.07329797635737458
14099,29,17,4971.46,1.0,0.9940651210208221
14100,47,1,194.9,0.0,0.3617664962195128
14101,52,12,8929.53,1.0,0.8853128984501164
14104,64,5,771.5799999999999,0.0,0.3977926095650757
14105,148,5,5988.83,0.0,0.5495756034938432
14106,646,1,214.8,0.0,0.10004928538876708
14107,5,10,4636.01,1.0,0.8263238731610263
14108,11,3,738.38,1.0,0.6273032876890166
14110,28,26,10564.42,1.0,0.9863135605629649
14111,5,3,295.5,1.0,0.7765211888148914
14112,40,10,4820.26,1.0,0.9187780210473412
14113,264,13,5685.6900000000005,1.0,0.7183136993643326
14114,183,7,1364.09,0.0,0.6389641531709194
14115,411,2,622.6700000000001,0.0,0.17939499098971326
14116,2,2,628.87,1.0,0.5973338705003697
14117,53,1,90.0,0.0,0.5609329549111491
14118,338,1,458.45,0.0,0.14433344358322278
14119,285,2,183.37,0.0,0.10006889322901515
14122,315,3,362.42,0.0,0.29543277917928557
14123,642,1,436.18,0.0,0.046129210892058584
14126,353,1,466.33,1.0,0.5693907688416096
14127,32,6,1900.08,0.0,0.5190043395630366
14128,165,2,592.25,1.0,0.5401363964176169
14129,5,7,2193.71,1.0,0.5541574297907179
14130,228,4,1882.67,0.0,0.33067917687842385
14131,558,1,187.87,0.0,0.04989028160053405
14132,23,5,1552.46,1.0,0.7783981945397762
14133,39,4,911.14,0.0,0.6237614607028907
14134,292,15,11123.35,0.0,0.2196758105927713
14135,14,19,8143.93,1.0,0.9785233529024313
14136,310,5,1570.81,0.0,0.19343797638933463
14137,605,1,332.7,0.0,0.005649222468813449
14139,399,3,670.98,1.0,0.6133991398112166
14141,14,1,285.16,1.0,0.7989501998302421
14142,282,2,983.15,0.0,0.18375946737573123
14143,43,1,115.8,0.0,0.4262519476701299
14144,395,1,30.6,0.0,0.025904147364382506
14145,66,6,6709.05,1.0,0.8298962503272034
14146,164,9,7163.03,1.0,0.901514197625247
14147,195,8,2289.6,1.0,0.7378080279601587
14148,143,2,466.29,0.0,0.3246316308079915
14149,130,1,446.62,0.0,0.3605053019156791
14150,269,1,306.18,1.0,0.3312517064881947
14151,582,2,679.45,0.0,0.20101607683850867
14152,143,6,1690.56,1.0,0.7669557664591762
14153,392,1,233.4,0.0,0.024975065297467666
14154,148,8,6460.7,0.0,0.62067626833251
14155,175,1,118.75,0.0,0.2144489763573858
14156,2,143,295425.08,1.0,0.999332646409464
14157,194,4,847.07,1.0,0.7061389972300821
14159,5,16,6004.89,1.0,0.9698173178637856
14160,519,7,8421.47,0.0,0.03518995587884548
14161,125,7,3318.88,0.0,0.3535107910887398
14162,83,2,289.36,0.0,0.29367107298026063
14163,61,4,1808.1,1.0,0.3680888836198095
14165,185,1,122.54,0.0,0.14912115574592488
14166,414,2,256.85,0.0,0.03061728953580013
14167,74,7,1123.75,1.0,0.8011401246313832
14168,330,2,370.45,0.0,0.21523422581368937
14169,340,2,624.4300000000001,0.0,0.195835909178242
14170,284,3,597.33,0.0,0.48892571952288605
14171,7,2,498.79,0.0,0.6523483602101283
14172,514,3,402.72,0.0,0.08488529757207075
14173,128,3,249.2,1.0,0.6140223574874197
14175,80,7,5662.57,1.0,0.8269726350865116
14176,206,5,916.01,0.0,0.46055059563072004
14177,5,12,1979.34,1.0,0.8816615465932501
14178,7,3,493.36,1.0,0.814102227408022
14180,0,30,5829.65,1.0,0.9985507341806109
14181,320,2,310.55,0.0,0.2195347126341789
14182,353,4,678.77,0.0,0.4253445907839783
14183,320,2,286.29,0.0,0.3459317651957814
14185,240,1,197.65,0.0,0.25530640862667536
14186,336,5,1550.63,0.0,0.23525471188609567
14187,383,1,123.5,0.0,0.005667704037525455
14188,18,4,1383.46,1.0,0.6383761714298853
14189,5,12,4428.2300000000005,1.0,0.9324666730114429
14190,575,1,79.9,0.0,0.01001652604857766
14191,17,9,2391.16,1.0,0.8942947336396289
14192,297,1,293.74,0.0,0.341047931534414
14193,179,2,779.34,1.0,0.4234810981884929
14194,15,27,12987.52,1.0,0.9960157994581409
14195,111,6,2615.6,0.0,0.6260246917133705
14196,16,1,335.52,0.0,0.7352884167108885
14197,320,1,390.05,0.0,0.23418713540475594
14198,54,7,1225.28,1.0,0.7926288206224528
14199,127,4,1091.7,0.0,0.3521656060318098
14200,526,1,379.2,0.0,0.1145542413000121
14201,58,8,967.34,1.0,0.6840857134015458
14202,290,3,847.76,0.0,0.3218128401433667
14203,306,1,339.34,0.0,0.17116808798494007
14204,331,3,901.93,1.0,0.5722777177517956
14205,173,8,2170.4,1.0,0.782749340528012
14206,148,3,1185.01,0.0,0.31197549304859573
14207,597,1,157.8,0.0,0.022895905186125512
14208,4,2,567.05,0.0,0.42422899454262564
14209,30,14,4796.17,1.0,0.9966369805238536
14210,15,16,5861.52,0.0,0.7971137635836785
14211,6,15,3291.12,1.0,0.9833191196462648
14212,355,1,1119.66,1.0,0.5381751144847223
14213,314,1,1192.2,0.0,0.23248919283779587
14214,65,3,899.16,1.0,0.7634137436994327
14215,96,7,2724.88,1.0,0.7712666365904163
14216,323,1,310.74,1.0,0.4298848768309954
14217,9,16,2623.41,1.0,0.9431617569651767
14219,319,2,543.89,1.0,0.3885551755672598
14220,156,4,1515.0,0.0,0.5069077522238701
14221,22,15,5701.7,1.0,0.9906614354062308
14222,86,1,683.17,0.0,0.33193472331812207
14223,1,3,991.13,0.0,0.553192723902959
14224,19,9,1897.9,0.0,0.6288347352477168
14225,344,4,2037.02,0.0,0.24520554620838964
14226,119,3,2479.74,1.0,0.6757080122757998
14227,105,12,5417.27,1.0,0.8850684543155782
14228,347,3,745.5,0.0,0.2721916220359077
14229,201,6,1808.97,1.0,0.7224679489563882
14230,345,3,979.8,0.0,0.25936428511481036
14231,93,4,1235.62,0.0,0.628810318210413
14232,24,4,1573.33,1.0,0.6543207513605946
14233,121,6,2400.65,1.0,0.7791714835198927
14235,67,8,4375.99,1.0,0.9128908748030594
14236,281,4,1443.08,1.0,0.40768695397717647
14237,282,2,632.14,0.0,0.48526838596475064
14238,235,3,434.23,0.0,0.1526963068842523
14239,4,19,3763.21,1.0,0.993641891710295
14240,135,2,584.0,1.0,0.38335812706870304
14241,93,2,333.70000000000005,0.0,0.5045564830539134
14242,144,2,280.55,0.0,0.22178277731138138
14243,4,15,7148.2300000000005,1.0,0.9943577545216076
14244,570,1,366.42,0.0,0.003640384898823942
14245,129,2,1693.45,0.0,0.21530790758628507
14246,20,3,1474.06,0.0,0.5830653632964153
14247,187,5,772.66,0.0,0.4991135812251394
14248,227,3,1032.95,0.0,0.4013581321368342
14249,320,12,5625.461,0.0,0.12934248344340116
14252,290,1,350.99,0.0,0.09912883128406874
14253,402,2,363.4,0.0,0.06230751791216639
14254,342,1,601.03,0.0,0.22431710665892454
14255,455,1,1000.63,0.0,0.150619365151378
14256,169,5,2473.99,0.0,0.7594006728932542
14257,32,8,5580.57,1.0,0.7856030202307229
14258,61,23,28767.68,1.0,0.8864778333027783
14259,51,1,120.0,0.0,0.6269544385680472
14260,380,3,824.28,0.0,0.044970999092386554
14262,16,3,855.0,1.0,0.6784797669513869
14263,332,1,322.93,0.0,0.3991244470387554
14264,64,6,1517.36,0.0,0.7310282563355911
14265,18,4,1373.35,0.0,0.6383761714298853
14266,337,1,40.56,0.0,0.0454203241412229
14267,72,3,1516.24,0.0,0.3311951935459405
14268,380,1,354.85,0.0,0.029770497684304918
14269,348,1,295.73,0.0,0.4485017712797609
14270,241,1,492.65,0.0,0.16075515181749653
14271,135,2,219.13,0.0,0.3977388005150266
14272,163,3,614.94,1.0,0.5921799263000787
14273,45,3,450.05,1.0,0.8415455829571649
14274,595,1,256.6,0.0,0.03568342707808437
14275,305,6,1189.38,0.0,0.2524132680338288
14276,8,7,2102.68,0.0,0.7917469836499003
